No Records;Hazards;No hazards;Total deaths;Total affected;Total damages;Time lag;Spatial overlap
1;"[""fl""]";1;;1000.0;;91.0;0.5
1;"[""ew""]";1;3.0;915.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;47.0;168500.0;559332.0;91.0;0.5
4;"[""ew"", ""fl"", ""fl"", ""fl""]";4;;647375.0;;91.0;0.5
1;"[""fl""]";1;4.0;300.0;;91.0;0.5
2;"[""ew"", ""fl"", ""ls""]";3;;5969.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;28.0;385012.0;30472.0;91.0;0.5
1;"[""ew""]";1;3.0;200.0;;91.0;0.5
1;"[""ew"", ""fl"", ""ls""]";3;1.0;300.0;;91.0;0.5
1;"[""fl""]";1;15.0;1500.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;4.0;313.0;263.0;91.0;0.5
2;"[""fl"", ""cw""]";2;;;;91.0;0.5
1;"[""cw""]";1;;;;91.0;0.5
1;"[""hw""]";1;10.0;300.0;;91.0;0.5
1;"[""cw""]";1;;;;91.0;0.5
1;"[""hw""]";1;3.0;;;91.0;0.5
1;"[""cw""]";1;;2000.0;;91.0;0.5
1;"[""hw""]";1;15.0;;;91.0;0.5
1;"[""fl""]";1;10.0;;;91.0;0.5
1;"[""eq""]";1;18.0;356.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;185.0;800015.0;;91.0;0.5
1;"[""fl""]";1;;;;91.0;0.5
2;"[""hw"", ""ew"", ""ls""]";3;34.0;;;91.0;0.5
1;"[""fl"", ""ls""]";2;21.0;25807.0;3021320.0;91.0;0.5
1;"[""eq"", ""ls""]";2;1.0;605.0;15494.0;91.0;0.5
1;"[""fl"", ""ls""]";2;16.0;2000.0;;91.0;0.5
1;"[""fl""]";1;5.0;;;91.0;0.5
1;"[""fl"", ""ls""]";2;1.0;90.0;3340.0;91.0;0.5
1;"[""ew""]";1;;1000.0;;91.0;0.5
1;"[""ew""]";1;;600.0;;91.0;0.5
2;"[""ew"", ""ew""]";2;;5150.0;;91.0;0.5
1;"[""eq""]";1;2.0;1040.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;53.0;18.0;12395.0;91.0;0.5
1;"[""fl"", ""ls""]";2;2.0;2850.0;69723.0;91.0;0.5
1;"[""ew""]";1;6.0;62.0;9296.0;91.0;0.5
1;"[""hw""]";1;13.0;113.0;;91.0;0.5
1;"[""hw""]";1;26.0;;;91.0;0.5
1;"[""fl"", ""ls""]";2;1.0;230.0;;91.0;0.5
1;"[""fl""]";1;;393.0;;91.0;0.5
1;"[""fl""]";1;;600.0;;91.0;0.5
3;"[""hw"", ""ew"", ""fl"", ""ls""]";4;35.0;;;91.0;0.5
1;"[""dr""]";1;;;4864.0;91.0;0.5
2;"[""fl"", ""fl""]";2;1110.0;33100000.0;4301120.0;91.0;0.5
1;"[""fl""]";1;;;;91.0;0.5
1;"[""ls""]";1;11.0;2.0;;91.0;0.5
1;"[""fl""]";1;9.0;500000.0;;91.0;0.5
1;"[""fl""]";1;;15000.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;1.0;126.0;464818.0;91.0;0.5
1;"[""ew"", ""fl""]";2;;;7747.0;91.0;0.5
1;"[""ew""]";1;4.0;244005.0;1549395.0;91.0;0.5
1;"[""ew"", ""fl"", ""ls""]";3;8.0;2400.0;1549.0;91.0;0.5
1;"[""fl"", ""ls""]";2;10.0;1501.0;8596.0;91.0;0.5
1;"[""fl""]";1;;1008.0;148742.0;91.0;0.5
1;"[""fl""]";1;2.0;100.0;;91.0;0.5
1;"[""eq""]";1;1.0;502.0;;91.0;0.5
2;"[""ew"", ""ew"", ""fl""]";3;190.0;9103357.0;3400922.0;91.0;0.5
1;"[""fl""]";1;25.0;3000.0;;91.0;0.5
1;"[""fl""]";1;;;;91.0;0.5
2;"[""ew"", ""fl"", ""ls"", ""ew"", ""ls"", ""fl""]";6;60.0;1173.0;627505.0;91.0;0.5
1;"[""ew""]";1;1.0;;;91.0;0.5
1;"[""ew"", ""fl"", ""ls""]";3;35.0;1058849.0;;91.0;0.5
1;"[""ew""]";1;;;1549.0;91.0;0.5
1;"[""ew""]";1;;;;91.0;0.5
1;"[""ew""]";1;;200.0;;91.0;0.5
1;"[""dr""]";1;;;2073301.0;91.0;0.5
1;"[""ew""]";1;;250.0;;91.0;0.5
1;"[""ew""]";1;2.0;8000.0;1549395.0;91.0;0.5
1;"[""vo""]";1;;2100.0;;91.0;0.5
1;"[""ew""]";1;;;387349.0;91.0;0.5
1;"[""eq""]";1;;22019.0;;91.0;0.5
1;"[""ew""]";1;;;775.0;91.0;0.5
1;"[""ew""]";1;39.0;60000.0;1377412.0;91.0;0.5
1;"[""ew""]";1;5.0;1730.0;;91.0;0.5
1;"[""ew""]";1;;1004.0;7747.0;91.0;0.5
1;"[""ew""]";1;1.0;560.0;1549.0;91.0;0.5
1;"[""ew""]";1;4.0;;1549.0;91.0;0.5
1;"[""fl""]";1;;3190.0;1622.0;91.0;0.5
2;"[""fl"", ""fl""]";2;;199705.0;;91.0;0.5
1;"[""ew""]";1;2.0;;5314548.0;91.0;0.5
1;"[""ls""]";1;23.0;;;91.0;0.5
1;"[""ew""]";1;;;;91.0;0.5
1;"[""fl""]";1;2.0;2000.0;;91.0;0.5
1;"[""ew"", ""fl"", ""ls""]";3;2754.0;315594.0;77470.0;91.0;0.5
1;"[""fl"", ""ls""]";2;16.0;11650.0;;91.0;0.5
1;"[""fl""]";1;33.0;;;91.0;0.5
5;"[""fl"", ""ew"", ""fl"", ""ew"", ""ew"", ""ls"", ""fl"", ""ew""]";8;;;41159052.0;91.0;0.5
1;"[""fl""]";1;3.0;1000.0;;91.0;0.5
1;"[""fl""]";1;;1500.0;;91.0;0.5
1;"[""dr""]";1;;55000.0;;91.0;0.5
1;"[""vo""]";1;;9600.0;;91.0;0.5
1;"[""fl""]";1;;20000.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;36.0;345386.0;;91.0;0.5
4;"[""ew"", ""ew"", ""ew"", ""fl"", ""ew"", ""ls"", ""fl""]";7;116.0;273346.0;7437870.0;91.0;0.5
8;"[""ew"", ""ls"", ""fl"", ""fl"", ""hw"", ""eq"", ""fl"", ""ls"", ""eq""]";9;;;;91.0;0.5
1;"[""fl""]";1;;100.0;8522.0;91.0;0.5
1;"[""ew"", ""fl""]";2;7.0;1700.0;;91.0;0.5
1;"[""fl""]";1;;3400.0;;91.0;0.5
1;"[""fl""]";1;3.0;12698.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;;200.0;;91.0;0.5
1;"[""fl""]";1;;105.0;1549.0;91.0;0.5
1;"[""cw""]";1;14.0;;;91.0;0.5
1;"[""ew"", ""fl"", ""ls""]";3;1.0;40000.0;;91.0;0.5
1;"[""fl""]";1;;10000.0;;91.0;0.5
2;"[""ew"", ""fl"", ""fl""]";3;12.0;8238.0;;91.0;0.5
1;"[""eq"", ""ls""]";2;33.0;83381.0;;91.0;0.5
1;"[""ls""]";1;2.0;1200.0;;91.0;0.5
1;"[""fl""]";1;19.0;20.0;;91.0;0.5
1;"[""ew"", ""fl"", ""ls""]";3;2.0;200.0;;91.0;0.5
1;"[""eq""]";1;;8036.0;;91.0;0.5
1;"[""ew""]";1;2.0;10324.0;593883.0;91.0;0.5
1;"[""eq"", ""ls""]";2;8.0;280.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;14.0;721.0;;91.0;0.5
1;"[""eq""]";1;;100.0;;91.0;0.5
1;"[""eq""]";1;1.0;153.0;;91.0;0.5
1;"[""fl""]";1;;7698.0;;91.0;0.5
1;"[""ew"", ""fl"", ""ls""]";3;56.0;500000.0;35636.0;91.0;0.5
3;"[""ew"", ""ls"", ""ew"", ""fl"", ""ls"", ""ew"", ""fl"", ""ls""]";8;1752.0;1721711.0;;91.0;0.5
2;"[""ew"", ""ls"", ""ew""]";3;112.0;909162.0;61975.0;91.0;0.5
1;"[""eq""]";1;;15.0;;91.0;0.5
1;"[""dr""]";1;;;2556501.0;91.0;0.5
1;"[""ls""]";1;44.0;353.0;;91.0;0.5
1;"[""ew""]";1;3.0;;;91.0;0.5
1;"[""eq""]";1;;150.0;18593.0;91.0;0.5
1;"[""fl""]";1;;5000.0;;91.0;0.5
1;"[""fl""]";1;34.0;4043.0;;91.0;0.5
1;"[""fl""]";1;13.0;15000.0;15494.0;91.0;0.5
1;"[""ls""]";1;8.0;6.0;;91.0;0.5
1;"[""ts""]";1;298.0;105083.0;154939.0;91.0;0.5
1;"[""ts""]";1;10.0;;;91.0;0.5
1;"[""ts""]";1;3.0;4830.0;46482.0;91.0;0.5
1;"[""ts"", ""ts""]";2;1.0;;154939.0;91.0;0.5
2;"[""ls"", ""ts"", ""ts""]";3;8348.0;67117.0;;91.0;0.5
1;"[""ts"", ""ts""]";2;80.0;5063.0;774697.0;91.0;0.5
1;"[""ts"", ""ts""]";2;102.0;27214.0;728370.0;91.0;0.5
1;"[""ts""]";1;71.0;15700.0;774697.0;91.0;0.5
1;"[""ts""]";1;2.0;;774697.0;91.0;0.5
1;"[""ts"", ""ts""]";2;165708.0;532898.0;6897286.0;91.0;0.5
2;"[""fl"", ""ts""]";2;35405.0;1219306.0;;91.0;0.5
1;"[""ts""]";1;16389.0;654512.0;1584721.0;91.0;0.5
1;"[""ew"", ""cw""]";2;1.0;3.0;;91.0;0.5
1;"[""ew"", ""cw""]";2;4.0;;;91.0;0.5
1;"[""ew"", ""cw""]";2;3.0;;;91.0;0.5
1;"[""ew"", ""cw""]";2;;8750.0;;91.0;0.5
1;"[""ew"", ""cw""]";2;260.0;22656.0;7493.0;91.0;0.5
1;"[""ew"", ""cw""]";2;58.0;;;91.0;0.5
1;"[""ew"", ""cw""]";2;;;;91.0;0.5
3;"[""ls"", ""fl"", ""dr""]";3;;;;91.0;0.5
1;"[""ew""]";1;2.0;344.0;;91.0;0.5
1;"[""ew""]";1;;;;91.0;0.5
1;"[""ew""]";1;;;;91.0;0.5
1;"[""ew""]";1;7.0;;4195947.0;91.0;0.5
1;"[""fl""]";1;3.0;;1499.0;91.0;0.5
1;"[""ew""]";1;;1.0;;91.0;0.5
1;"[""ew""]";1;2.0;2.0;404609.0;91.0;0.5
1;"[""ew""]";1;;;487030.0;91.0;0.5
1;"[""ew""]";1;;;44957.0;91.0;0.5
1;"[""ew""]";1;;;;91.0;0.5
1;"[""eq""]";1;;110.0;;91.0;0.5
1;"[""ls""]";1;9.0;;;91.0;0.5
2;"[""fl"", ""ls"", ""fl"", ""ls""]";4;;3143.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;3.0;7000.0;10490.0;91.0;0.5
1;"[""ew""]";1;7.0;;74928.0;91.0;0.5
1;"[""ew""]";1;;;194812.0;91.0;0.5
1;"[""fl""]";1;34.0;274774.0;696977.0;91.0;0.5
2;"[""fl"", ""ew""]";2;;720.0;63702.0;91.0;0.5
2;"[""fl"", ""ls"", ""ew"", ""cw""]";4;48.0;;824204.0;91.0;0.5
1;"[""ew""]";1;78.0;7985.0;;91.0;0.5
1;"[""ew"", ""cw"", ""ls""]";3;2.0;400000.0;;91.0;0.5
1;"[""eq""]";1;1.0;684.0;;91.0;0.5
1;"[""fl""]";1;;18825.0;;91.0;0.5
1;"[""eq""]";1;2.0;422.0;;91.0;0.5
2;"[""fl"", ""fl""]";2;;12000.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;19.0;10000.0;;91.0;0.5
1;"[""ew""]";1;11.0;252.0;;91.0;0.5
1;"[""ew"", ""cw""]";2;;;;91.0;0.5
1;"[""ew"", ""cw""]";2;;3.0;;91.0;0.5
1;"[""ew"", ""cw""]";2;2.0;;;91.0;0.5
1;"[""ew"", ""cw""]";2;;;;91.0;0.5
1;"[""ew""]";1;10.0;5.0;;91.0;0.5
1;"[""ew"", ""cw""]";2;4.0;;;91.0;0.5
1;"[""fl""]";1;;5000.0;;91.0;0.5
1;"[""ls""]";1;16.0;1953.0;;91.0;0.5
1;"[""fl""]";1;;1000.0;;91.0;0.5
2;"[""fl"", ""ls"", ""fl"", ""ls""]";4;111.0;29042.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;8.0;5389.0;;91.0;0.5
1;"[""ew""]";1;;8000.0;;91.0;0.5
1;"[""ls""]";1;250.0;5000.0;74928.0;91.0;0.5
1;"[""ew""]";1;;;;91.0;0.5
1;"[""ew""]";1;9.0;;;91.0;0.5
1;"[""ls""]";1;143.0;;7493.0;91.0;0.5
1;"[""eq""]";1;612.0;94766.0;119884.0;91.0;0.5
1;"[""fl""]";1;;1500.0;;91.0;0.5
1;"[""fl""]";1;;25000.0;11482.0;91.0;0.5
1;"[""fl""]";1;;8340.0;;91.0;0.5
1;"[""ew""]";1;;26.0;;91.0;0.5
1;"[""ew""]";1;;608.0;;91.0;0.5
1;"[""ew""]";1;1.0;2481.0;;91.0;0.5
1;"[""dr""]";1;;600000.0;;91.0;0.5
1;"[""fl""]";1;25.0;58717.0;;91.0;0.5
1;"[""ew"", ""cw""]";2;36.0;8000000.0;449566.0;91.0;0.5
1;"[""fl""]";1;11.0;70.0;;91.0;0.5
1;"[""eq""]";1;2.0;58.0;29971.0;91.0;0.5
1;"[""ew""]";1;;100.0;14986.0;91.0;0.5
1;"[""fl"", ""ls""]";2;3.0;3000.0;;91.0;0.5
1;"[""eq""]";1;;21912.0;;91.0;0.5
1;"[""ew""]";1;18.0;11.0;;91.0;0.5
1;"[""fl""]";1;1.0;;;91.0;0.5
1;"[""fl""]";1;1.0;;;91.0;0.5
1;"[""ls""]";1;15.0;9.0;;91.0;0.5
1;"[""fl""]";1;2.0;3600.0;;91.0;0.5
1;"[""fl""]";1;;;;91.0;0.5
1;"[""fl"", ""ls""]";2;2.0;600.0;;91.0;0.5
1;"[""fl""]";1;4.0;900.0;;91.0;0.5
1;"[""eq"", ""ts""]";2;915.0;105313.0;;91.0;0.5
1;"[""fl""]";1;2.0;11000.0;44957.0;91.0;0.5
1;"[""vo""]";1;;26000.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;23.0;41530.0;;91.0;0.5
1;"[""fl""]";1;;3685.0;;91.0;0.5
1;"[""fl""]";1;1.0;10548.0;;91.0;0.5
2;"[""eq"", ""ls"", ""eq"", ""ls""]";4;;4430.0;;91.0;0.5
1;"[""fl""]";1;1.0;25000.0;749.0;91.0;0.5
1;"[""fl"", ""ls""]";2;;2500.0;;91.0;0.5
1;"[""fl""]";1;5.0;5020.0;30.0;91.0;0.5
1;"[""fl""]";1;10.0;715.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;47.0;768.0;;91.0;0.5
1;"[""dr""]";1;;410000.0;63119.0;91.0;0.5
3;"[""fl"", ""fl"", ""fl""]";3;223.0;13003.0;;91.0;0.5
1;"[""eq"", ""ls""]";2;1.0;751.0;;91.0;0.5
1;"[""fl""]";1;1.0;100.0;;91.0;0.5
1;"[""ew""]";1;15.0;13.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;;400.0;107896.0;91.0;0.5
1;"[""ew""]";1;45.0;112.0;;91.0;0.5
1;"[""ew""]";1;;;;91.0;0.5
1;"[""fl""]";1;42.0;;1798.0;91.0;0.5
1;"[""fl""]";1;;400.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;14.0;12.0;;91.0;0.5
1;"[""fl""]";1;8.0;8842.0;6893.0;91.0;0.5
1;"[""fl"", ""ls""]";2;28.0;31000.0;;91.0;0.5
1;"[""hw""]";1;462.0;;;91.0;0.5
1;"[""fl""]";1;13.0;19105.0;;91.0;0.5
1;"[""vo""]";1;;15000.0;;91.0;0.5
1;"[""eq""]";1;1.0;200.0;;91.0;0.5
1;"[""fl""]";1;7.0;2500.0;;91.0;0.5
2;"[""eq"", ""eq""]";2;;2622.0;;91.0;0.5
1;"[""fl""]";1;;125.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;;83.0;;91.0;0.5
1;"[""fl""]";1;4.0;5000.0;534983.0;91.0;0.5
1;"[""fl""]";1;5.0;1650.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;3.0;2050.0;3986.0;91.0;0.5
1;"[""fl"", ""ls""]";2;16.0;2700.0;92910.0;91.0;0.5
1;"[""eq"", ""ls""]";2;11.0;27645.0;7493.0;91.0;0.5
1;"[""eq""]";1;;;75.0;91.0;0.5
1;"[""ls""]";1;63.0;1535.0;;91.0;0.5
2;"[""fl"", ""fl""]";2;25.0;11200.0;;91.0;0.5
1;"[""fl""]";1;1.0;1750.0;10873.0;91.0;0.5
2;"[""fl"", ""fl""]";2;;;;91.0;0.5
3;"[""fl"", ""hw"", ""fl""]";3;165.0;463773.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;;;;91.0;0.5
1;"[""fl"", ""ls""]";2;8.0;800.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;33.0;2332.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;5.0;800.0;;91.0;0.5
1;"[""fl""]";1;;900.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;58.0;11230230.0;909621.0;91.0;0.5
1;"[""fl""]";1;239.0;405000.0;3446671.0;91.0;0.5
1;"[""fl"", ""ls""]";2;193.0;16298.0;;91.0;0.5
1;"[""fl""]";1;;3000.0;;91.0;0.5
2;"[""ew"", ""fl"", ""hw""]";3;;135.0;;91.0;0.5
1;"[""fl""]";1;10.0;2000.0;;91.0;0.5
1;"[""fl""]";1;;30000.0;;91.0;0.5
7;"[""ew"", ""ew"", ""ew"", ""ew"", ""ew"", ""hw"", ""fl""]";7;;;;91.0;0.5
1;"[""dr""]";1;;7600000.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;70.0;1908000.0;;91.0;0.5
1;"[""ew"", ""ls"", ""fl""]";3;16.0;2500000.0;2097974.0;91.0;0.5
1;"[""ew""]";1;5.0;;3341772.0;91.0;0.5
1;"[""fl""]";1;;900.0;;91.0;0.5
1;"[""fl""]";1;24.0;14669.0;1198842.0;91.0;0.5
1;"[""ls""]";1;7.0;1000.0;;91.0;0.5
1;"[""ew""]";1;;530.0;;91.0;0.5
1;"[""ew"", ""ls""]";2;;;;91.0;0.5
1;"[""fl""]";1;;4780.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;4.0;600.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;12.0;1534.0;149855.0;91.0;0.5
1;"[""ew""]";1;2.0;;599421.0;91.0;0.5
1;"[""ew""]";1;4.0;2296.0;1499.0;91.0;0.5
2;"[""fl"", ""ls"", ""fl"", ""ls""]";4;;5112.0;;91.0;0.5
1;"[""fl""]";1;;250.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;18.0;14510.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;7.0;;;91.0;0.5
1;"[""ew""]";1;5.0;;749.0;91.0;0.5
1;"[""fl""]";1;19.0;;;91.0;0.5
1;"[""fl""]";1;;2000.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;7.0;12000.0;;91.0;0.5
1;"[""eq""]";1;;18509.0;;91.0;0.5
1;"[""fl""]";1;60.0;3004.0;220.0;91.0;0.5
1;"[""fl""]";1;1.0;23805.0;;91.0;0.5
1;"[""fl""]";1;;;;91.0;0.5
2;"[""fl"", ""fl""]";2;95.0;;;91.0;0.5
3;"[""fl"", ""fl"", ""fl""]";3;174.0;1458471.0;1841722.0;91.0;0.5
1;"[""fl""]";1;21.0;119310.0;181325.0;91.0;0.5
1;"[""fl""]";1;;;71931.0;91.0;0.5
1;"[""fl""]";1;20.0;15000.0;;91.0;0.5
1;"[""fl""]";1;33.0;2000.0;469047.0;91.0;0.5
1;"[""fl""]";1;7.0;;299711.0;91.0;0.5
1;"[""fl""]";1;11.0;;;91.0;0.5
1;"[""ew""]";1;;201.0;;91.0;0.5
1;"[""fl""]";1;;6500.0;11617.0;91.0;0.5
1;"[""fl""]";1;1.0;2493.0;;91.0;0.5
1;"[""fl""]";1;;;7493.0;91.0;0.5
1;"[""fl""]";1;2.0;;;91.0;0.5
1;"[""fl""]";1;;7000.0;;91.0;0.5
1;"[""fl""]";1;;50000.0;;91.0;0.5
1;"[""fl""]";1;12.0;6.0;;91.0;0.5
2;"[""fl"", ""fl""]";2;;;;91.0;0.5
1;"[""fl""]";1;4.0;;1048987.0;91.0;0.5
1;"[""fl""]";1;6.0;2500.0;3146960.0;91.0;0.5
1;"[""ew""]";1;7.0;12.0;;91.0;0.5
1;"[""ls""]";1;12.0;20.0;;91.0;0.5
1;"[""ew"", ""ls"", ""fl""]";3;3.0;94.0;;91.0;0.5
1;"[""fl""]";1;;548.0;;91.0;0.5
1;"[""vo""]";1;;9000.0;;91.0;0.5
2;"[""ew"", ""fl"", ""ew""]";3;;;58444.0;91.0;0.5
1;"[""ls""]";1;25.0;10.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;1.0;3000.0;;91.0;0.5
1;"[""fl""]";1;39.0;30000.0;;91.0;0.5
1;"[""ew""]";1;5.0;1100.0;7493.0;91.0;0.5
1;"[""fl""]";1;16.0;;;91.0;0.5
1;"[""fl"", ""ls""]";2;;210.0;;91.0;0.5
5;"[""fl"", ""ls"", ""fl"", ""ls"", ""hw"", ""ew"", ""fl"", ""ew"", ""fl"", ""ls""]";10;;19713208.0;;91.0;0.5
2;"[""fl"", ""fl""]";2;60.0;;;91.0;0.5
1;"[""ls"", ""fl""]";2;17.0;16.0;;91.0;0.5
1;"[""ew"", ""ls"", ""fl""]";3;16.0;20000.0;2997.0;91.0;0.5
6;"[""ew"", ""ew"", ""hw"", ""fl"", ""fl"", ""ls"", ""fl"", ""ls""]";8;472.0;;;91.0;0.5
1;"[""fl"", ""ls""]";2;1.0;855.0;;91.0;0.5
1;"[""ew""]";1;16.0;12000.0;;91.0;0.5
1;"[""fl""]";1;;1735.0;;91.0;0.5
1;"[""fl""]";1;2.0;;;91.0;0.5
2;"[""hw"", ""fl""]";2;23.0;31300.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;10.0;300000.0;23976841.0;91.0;0.5
3;"[""ew"", ""fl"", ""fl"", ""ls"", ""fl""]";5;35.0;28000.0;;91.0;0.5
1;"[""eq""]";1;5.0;2505.0;;91.0;0.5
1;"[""ew""]";1;;300.0;;91.0;0.5
1;"[""fl""]";1;;600.0;;91.0;0.5
1;"[""dr""]";1;;;;91.0;0.5
1;"[""vo""]";1;2.0;2000.0;;91.0;0.5
3;"[""fl"", ""ew"", ""fl"", ""ew"", ""fl""]";5;13.0;13250.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;3.0;7880.0;;91.0;0.5
1;"[""ew""]";1;1.0;1074.0;29971.0;91.0;0.5
1;"[""ew"", ""ls""]";2;69.0;72141.0;533035.0;91.0;0.5
1;"[""ew"", ""ls"", ""fl""]";3;1513.0;475314.0;1481020.0;91.0;0.5
1;"[""ew""]";1;2.0;46.0;149855.0;91.0;0.5
1;"[""ew"", ""ls"", ""fl""]";3;95.0;2460000.0;224783.0;91.0;0.5
1;"[""fl""]";1;19.0;100000.0;;91.0;0.5
3;"[""fl"", ""ls"", ""fl"", ""fl""]";4;68.0;4704500.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;15.0;;;91.0;0.5
1;"[""fl""]";1;;;;91.0;0.5
1;"[""fl""]";1;17.0;10000.0;22478.0;91.0;0.5
1;"[""dr""]";1;;52990.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;28.0;12211.0;;91.0;0.5
1;"[""ew""]";1;1.0;1500.0;;91.0;0.5
1;"[""ew"", ""fl"", ""ls""]";3;1.0;100.0;5245.0;91.0;0.5
1;"[""ew"", ""fl"", ""ls""]";3;4.0;100000.0;1048987.0;91.0;0.5
2;"[""fl"", ""ls"", ""ew"", ""fl""]";4;23.0;;;91.0;0.5
1;"[""fl""]";1;67.0;33800.0;17983.0;91.0;0.5
1;"[""ls""]";1;18.0;;;91.0;0.5
1;"[""ew""]";1;;;;91.0;0.5
1;"[""ew"", ""fl"", ""ls""]";3;12.0;2192.0;;91.0;0.5
1;"[""ew"", ""fl"", ""ls""]";3;9.0;1000.0;;91.0;0.5
7;"[""ew"", ""ew"", ""hw"", ""fl"", ""ew"", ""fl"", ""fl""]";7;586.0;;;91.0;0.5
2;"[""fl"", ""ew""]";2;;477681.0;;91.0;0.5
1;"[""fl""]";1;;4000.0;;91.0;0.5
1;"[""ew""]";1;3.0;;;91.0;0.5
1;"[""fl""]";1;2.0;1000.0;;91.0;0.5
3;"[""ew"", ""ls"", ""ew"", ""ew"", ""fl"", ""ls""]";6;;;;91.0;0.5
1;"[""fl"", ""ls""]";2;6.0;145000.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;55.0;700000.0;145360.0;91.0;0.5
1;"[""fl""]";1;9.0;30000.0;;91.0;0.5
2;"[""fl"", ""vo""]";2;;;;91.0;0.5
1;"[""cw""]";1;;;;91.0;0.5
1;"[""cw""]";1;;;149855.0;91.0;0.5
7;"[""fl"", ""ls"", ""fl"", ""ls"", ""ew"", ""fl"", ""ew"", ""fl"", ""ls"", ""ew"", ""ls"", ""fl"", ""eq""]";13;481.0;38617037.0;;91.0;0.5
1;"[""eq""]";1;13.0;100.0;;91.0;0.5
1;"[""vo""]";1;;5000.0;;91.0;0.5
1;"[""ew""]";1;19.0;;561957.0;91.0;0.5
1;"[""ew""]";1;1.0;;75.0;91.0;0.5
1;"[""fl""]";1;3.0;500.0;;91.0;0.5
1;"[""ew""]";1;1.0;600.0;22478.0;91.0;0.5
1;"[""fl""]";1;30.0;200000.0;;91.0;0.5
4;"[""ew"", ""fl"", ""ew"", ""fl"", ""ls"", ""ew"", ""fl"", ""ls""]";8;177.0;377160.0;;91.0;0.5
1;"[""eq""]";1;6.0;1505.0;;91.0;0.5
1;"[""eq""]";1;2.0;5000.0;;91.0;0.5
1;"[""ew""]";1;10.0;;;91.0;0.5
1;"[""ew"", ""cw"", ""ls""]";3;100.0;2810.0;49452.0;91.0;0.5
1;"[""ew""]";1;11.0;8.0;;91.0;0.5
1;"[""ew""]";1;1.0;;239768.0;91.0;0.5
1;"[""fl"", ""ls""]";2;1.0;2000.0;;91.0;0.5
2;"[""eq"", ""ls""]";2;73362.0;;;91.0;0.5
2;"[""fl"", ""fl""]";2;;275.0;;91.0;0.5
1;"[""ls""]";1;65.0;11.0;;91.0;0.5
1;"[""fl""]";1;;200.0;;91.0;0.5
2;"[""fl"", ""ls"", ""ls""]";3;235.0;16124.0;;91.0;0.5
1;"[""ew"", ""ls""]";2;4.0;9075.0;;91.0;0.5
1;"[""fl""]";1;;225.0;;91.0;0.5
1;"[""ew"", ""cw""]";2;;105000.0;;91.0;0.5
1;"[""fl""]";1;;35000.0;245341.0;91.0;0.5
1;"[""fl""]";1;;1112.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;;1500.0;3417.0;91.0;0.5
1;"[""eq""]";1;;68761.0;10017.0;91.0;0.5
2;"[""fl"", ""ls""]";2;;300125.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;;8730.0;;91.0;0.5
1;"[""ls""]";1;14.0;10000.0;;91.0;0.5
1;"[""ew"", ""cw""]";2;1.0;246.0;;91.0;0.5
1;"[""ls""]";1;11.0;3000.0;15886.0;91.0;0.5
1;"[""fl"", ""ls""]";2;25.0;126096.0;50810.0;91.0;0.5
1;"[""fl""]";1;4.0;256641.0;13937.0;91.0;0.5
1;"[""fl"", ""ls""]";2;19.0;10000.0;39342.0;91.0;0.5
1;"[""ls""]";1;21.0;728.0;;91.0;0.5
1;"[""fl""]";1;12.0;;;91.0;0.5
1;"[""ew"", ""fl""]";2;;168.0;;91.0;0.5
1;"[""ew""]";1;;1505.0;;91.0;0.5
4;"[""eq"", ""eq"", ""ls"", ""ew""]";4;63.0;;;91.0;0.5
