No Records;Hazards;No hazards;Total deaths;Total affected;Total damages;Time lag;Spatial overlap
1;"[""fl"", ""ls""]";2;96.0;12682.0;2472.0;91.0;0.5
1;"[""fl""]";1;13.0;275.0;;91.0;0.5
5;"[""fl"", ""ls"", ""fl"", ""ew"", ""fl"", ""dr"", ""ew""]";7;;;;91.0;0.5
2;"[""fl"", ""fl""]";2;;233360.0;;91.0;0.5
1;"[""dr""]";1;;2200000.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;32.0;7185.0;105078.0;91.0;0.5
1;"[""fl""]";1;;220.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;12.0;20006.0;2472.0;91.0;0.5
16;"[""eq"", ""fl"", ""ew"", ""fl"", ""ls"", ""fl"", ""eq"", ""ls"", ""ew"", ""fl"", ""ew"", ""fl"", ""eq"", ""ls"", ""fl"", ""ew"", ""eq"", ""fl"", ""eq"", ""ew""]";20;;;;91.0;0.5
1;"[""fl""]";1;33.0;41151.0;;91.0;0.5
1;"[""ls""]";1;43.0;150.0;24724.0;91.0;0.5
1;"[""fl""]";1;5.0;2709.0;;91.0;0.5
2;"[""eq"", ""ls"", ""ew"", ""fl""]";4;;19511.0;;91.0;0.5
1;"[""ew""]";1;17.0;1736.0;;91.0;0.5
2;"[""ls"", ""fl""]";2;;2350.0;;91.0;0.5
1;"[""eq"", ""ls""]";2;6.0;513387.0;123621.0;91.0;0.5
1;"[""ew"", ""cw""]";2;128.0;;123621.0;91.0;0.5
1;"[""ew""]";1;;12346.0;;91.0;0.5
1;"[""eq""]";1;2.0;12281.0;3709.0;91.0;0.5
3;"[""fl"", ""fl"", ""ls"", ""cw""]";4;;;;91.0;0.5
1;"[""fl"", ""ls""]";2;;3000.0;;91.0;0.5
1;"[""fl""]";1;;;;91.0;0.5
1;"[""ew""]";1;27.0;;;91.0;0.5
1;"[""fl""]";1;28.0;20000.0;;91.0;0.5
1;"[""ls""]";1;16.0;;;91.0;0.5
1;"[""eq""]";1;;381.0;;91.0;0.5
1;"[""fl""]";1;;525.0;;91.0;0.5
1;"[""ew""]";1;16.0;4012.0;;91.0;0.5
1;"[""fl""]";1;3.0;8010.0;148345.0;91.0;0.5
3;"[""cw"", ""dr"", ""eq""]";3;;;;91.0;0.5
2;"[""fl"", ""ls"", ""fl""]";3;;13223.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;51.0;49600.0;2532075.0;91.0;0.5
1;"[""fl""]";1;3.0;7116.0;;91.0;0.5
1;"[""eq""]";1;;324.0;;91.0;0.5
1;"[""eq""]";1;3.0;75002.0;556293.0;91.0;0.5
1;"[""fl""]";1;6.0;24545.0;9890.0;91.0;0.5
1;"[""ew""]";1;15.0;26.0;;91.0;0.5
1;"[""ew"", ""fl"", ""ls""]";3;5.0;100000.0;;91.0;0.5
1;"[""dr""]";1;;226000.0;1458724.0;91.0;0.5
1;"[""fl""]";1;;27000.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;37.0;440000.0;60574.0;91.0;0.5
3;"[""ew"", ""cw"", ""fl"", ""ls"", ""fl"", ""ls"", ""ew""]";7;575.0;;;91.0;0.5
1;"[""fl"", ""fl"", ""ls""]";3;27.0;104009.0;2472.0;91.0;0.5
1;"[""fl""]";1;;;76645.0;91.0;0.5
1;"[""fl""]";1;11.0;500052.0;;91.0;0.5
1;"[""ew""]";1;;;;91.0;0.5
1;"[""ew""]";1;;;;91.0;0.5
1;"[""ew""]";1;4.0;1250.0;;91.0;0.5
1;"[""fl""]";1;;12555.0;;91.0;0.5
1;"[""fl""]";1;;99185.0;;91.0;0.5
1;"[""fl""]";1;;4085.0;;91.0;0.5
1;"[""fl""]";1;24.0;15000000.0;1112586.0;91.0;0.5
1;"[""ew"", ""ls"", ""fl""]";3;11.0;25000.0;116203.0;91.0;0.5
2;"[""fl"", ""ls"", ""fl"", ""ls""]";4;46.0;;;91.0;0.5
1;"[""fl""]";1;15.0;10000.0;;91.0;0.5
1;"[""fl""]";1;10.0;50000.0;;91.0;0.5
2;"[""ew"", ""fl"", ""ls"", ""eq""]";4;;;;91.0;0.5
1;"[""ew""]";1;1.0;40.0;673733.0;91.0;0.5
1;"[""ew"", ""fl"", ""ls""]";3;111.0;4654966.0;1014402.0;91.0;0.5
1;"[""fl"", ""ls""]";2;8.0;;;91.0;0.5
1;"[""fl""]";1;26.0;;;91.0;0.5
12;"[""eq"", ""ew"", ""fl"", ""eq"", ""fl"", ""eq"", ""fl"", ""fl"", ""ew"", ""fl"", ""fl"", ""ls"", ""fl"", ""ls"", ""ew"", ""fl"", ""ls""]";17;;;;91.0;0.5
1;"[""ew"", ""fl"", ""ls""]";3;27.0;36000.0;7664.0;91.0;0.5
1;"[""ew"", ""fl""]";2;;;24724.0;91.0;0.5
1;"[""fl""]";1;39.0;266204.0;;91.0;0.5
2;"[""ew"", ""ew""]";2;8.0;;;91.0;0.5
1;"[""ls""]";1;151.0;200.0;;91.0;0.5
1;"[""fl""]";1;45.0;530450.0;2472.0;91.0;0.5
1;"[""fl""]";1;4.0;;;91.0;0.5
1;"[""eq""]";1;6.0;420.0;;91.0;0.5
1;"[""dr""]";1;;27500000.0;3090517.0;91.0;0.5
2;"[""eq"", ""dr""]";2;;1394783.0;;91.0;0.5
1;"[""dr""]";1;;460000.0;;91.0;0.5
2;"[""fl"", ""ls""]";2;172.0;2876.0;;91.0;0.5
1;"[""ew""]";1;14.0;;;91.0;0.5
1;"[""eq""]";1;1.0;2002.0;;91.0;0.5
1;"[""fl""]";1;1.0;;;91.0;0.5
3;"[""fl"", ""fl"", ""ls"", ""fl""]";4;;;;91.0;0.5
1;"[""ew""]";1;1.0;834.0;81590.0;91.0;0.5
1;"[""vo""]";1;;1380.0;;91.0;0.5
2;"[""fl"", ""fl""]";2;82.0;3779000.0;370862.0;91.0;0.5
4;"[""ew"", ""fl"", ""ls"", ""hw"", ""ew"", ""ls"", ""fl"", ""ew""]";8;;43817.0;;91.0;0.5
1;"[""fl""]";1;2.0;102000.0;1977931.0;91.0;0.5
1;"[""fl""]";1;;750.0;;91.0;0.5
1;"[""eq"", ""ls""]";2;3.0;18.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;16.0;82.0;;91.0;0.5
1;"[""eq""]";1;;12250.0;53157.0;91.0;0.5
1;"[""fl"", ""ls""]";2;9.0;116.0;;91.0;0.5
2;"[""hw"", ""ls""]";2;109.0;17067.0;;91.0;0.5
1;"[""fl""]";1;;250000.0;;91.0;0.5
1;"[""fl""]";1;17.0;;2472.0;91.0;0.5
1;"[""fl"", ""ls""]";2;1.0;42175.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;4.0;3770.0;;91.0;0.5
1;"[""fl""]";1;10.0;73260.0;12362.0;91.0;0.5
1;"[""fl"", ""ls""]";2;298.0;275000.0;19779307.0;91.0;0.5
1;"[""fl""]";1;255.0;2530673.0;2472413.0;91.0;0.5
1;"[""fl""]";1;;400000.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;3.0;7500.0;30905.0;91.0;0.5
1;"[""fl""]";1;3.0;;12362.0;91.0;0.5
1;"[""ew"", ""fl""]";2;9.0;394000.0;3584999.0;91.0;0.5
1;"[""fl"", ""ls""]";2;3.0;2550.0;;91.0;0.5
1;"[""fl""]";1;;;;91.0;0.5
21;"[""eq"", ""ew"", ""fl"", ""eq"", ""fl"", ""eq"", ""fl"", ""fl"", ""ew"", ""fl"", ""fl"", ""fl"", ""ls"", ""fl"", ""ls"", ""ew"", ""eq"", ""ls"", ""ew"", ""fl"", ""ls"", ""ls"", ""fl"", ""ew"", ""fl"", ""ls"", ""fl"", ""ls"", ""ls""]";29;;;;91.0;0.5
1;"[""fl""]";1;;2000.0;;91.0;0.5
1;"[""fl""]";1;;6500.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;4.0;7000.0;;91.0;0.5
1;"[""vo""]";1;;60545.0;;91.0;0.5
1;"[""ew""]";1;11.0;11325.0;5563.0;91.0;0.5
2;"[""fl"", ""fl""]";2;;40000.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;;;494483.0;91.0;0.5
9;"[""eq"", ""ew"", ""fl"", ""eq"", ""fl"", ""eq"", ""fl"", ""fl"", ""ew""]";9;;;;91.0;0.5
1;"[""fl"", ""ls""]";2;;12000.0;;91.0;0.5
2;"[""fl"", ""ls"", ""fl"", ""ls""]";4;122.0;668500.0;203974.0;91.0;0.5
1;"[""eq""]";1;8.0;604.0;;91.0;0.5
1;"[""dr""]";1;;51180.0;;91.0;0.5
1;"[""fl""]";1;20.0;83878.0;;91.0;0.5
1;"[""ls""]";1;7.0;400.0;;91.0;0.5
1;"[""ew""]";1;11.0;18.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;1.0;;374571.0;91.0;0.5
1;"[""ew""]";1;;2600.0;;91.0;0.5
3;"[""hw"", ""ew"", ""fl"", ""ls"", ""ew""]";5;43.0;26964.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;;;;91.0;0.5
1;"[""fl"", ""ls""]";2;;60345.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;4.0;3000.0;1731.0;91.0;0.5
3;"[""ew"", ""fl"", ""ls"", ""ew"", ""fl"", ""ew"", ""ls"", ""fl""]";8;;;;91.0;0.5
1;"[""fl"", ""ew""]";2;;;;91.0;0.5
1;"[""fl""]";1;;90000.0;;91.0;0.5
2;"[""ls"", ""ls""]";2;234.0;1397.0;;91.0;0.5
1;"[""fl""]";1;3.0;5203.0;;91.0;0.5
1;"[""fl""]";1;44.0;18000.0;9890.0;91.0;0.5
1;"[""fl""]";1;1.0;;;91.0;0.5
1;"[""fl""]";1;1.0;300.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;12.0;30000.0;;91.0;0.5
1;"[""ew"", ""ls"", ""fl""]";3;5.0;;309052.0;91.0;0.5
2;"[""ew"", ""fl"", ""ls"", ""fl""]";4;11.0;;;91.0;0.5
1;"[""ew""]";1;2.0;;;91.0;0.5
1;"[""ew"", ""fl""]";2;49.0;117000.0;370862.0;91.0;0.5
1;"[""ew""]";1;;52539.0;1236207.0;91.0;0.5
4;"[""ew"", ""fl"", ""ls"", ""hw"", ""vo"", ""eq""]";6;;20392.0;;91.0;0.5
1;"[""vo""]";1;;2500.0;;91.0;0.5
1;"[""fl""]";1;11.0;;;91.0;0.5
1;"[""ew""]";1;;750.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;41.0;1100020.0;;91.0;0.5
1;"[""ew""]";1;24.0;101.0;;91.0;0.5
1;"[""ew""]";1;;3000.0;389405.0;91.0;0.5
23;"[""eq"", ""ew"", ""fl"", ""eq"", ""fl"", ""eq"", ""fl"", ""fl"", ""ew"", ""fl"", ""fl"", ""fl"", ""ls"", ""fl"", ""ls"", ""ew"", ""eq"", ""ls"", ""ew"", ""fl"", ""ls"", ""ls"", ""fl"", ""ew"", ""fl"", ""ls"", ""fl"", ""ls"", ""eq"", ""eq"", ""eq""]";31;;;;91.0;0.5
1;"[""cw""]";1;16.0;;;91.0;0.5
3;"[""fl"", ""fl"", ""fl""]";3;;58028.0;;91.0;0.5
1;"[""fl""]";1;11.0;400.0;;91.0;0.5
1;"[""fl""]";1;17.0;230000.0;351083.0;91.0;0.5
1;"[""fl""]";1;5.0;300.0;;91.0;0.5
1;"[""ew""]";1;11.0;;;91.0;0.5
1;"[""dr"", ""hw""]";2;;2700000.0;308685.0;91.0;0.5
1;"[""fl""]";1;160.0;177645.0;;91.0;0.5
3;"[""fl"", ""ls"", ""ew"", ""fl"", ""ls"", ""dr""]";6;;;;91.0;0.5
1;"[""cw""]";1;77.0;;;91.0;0.5
1;"[""dr""]";1;;;4074649.0;91.0;0.5
1;"[""ew"", ""fl""]";2;5.0;350.0;;91.0;0.5
2;"[""fl"", ""ew"", ""fl""]";3;21.0;1975.0;;91.0;0.5
1;"[""ew""]";1;2.0;1000000.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;4.0;30000.0;;91.0;0.5
1;"[""ew"", ""cw""]";2;4.0;;;91.0;0.5
1;"[""fl"", ""ls""]";2;1.0;3000.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;;6000.0;272878.0;91.0;0.5
4;"[""ew"", ""fl"", ""ew"", ""ls"", ""fl"", ""ew"", ""ls"", ""ew"", ""fl"", ""ls""]";10;104.0;4755331.0;;91.0;0.5
2;"[""fl"", ""fl""]";2;2.0;18679.0;;91.0;0.5
1;"[""fl""]";1;;100000.0;;91.0;0.5
2;"[""fl"", ""fl""]";2;;;;91.0;0.5
1;"[""fl""]";1;5.0;;7162.0;91.0;0.5
2;"[""fl"", ""fl"", ""ls""]";3;;;;91.0;0.5
1;"[""fl""]";1;;300.0;;91.0;0.5
2;"[""ew"", ""fl"", ""ls"", ""ew""]";4;95.0;182437.0;56798.0;91.0;0.5
3;"[""ls"", ""fl"", ""fl""]";3;116.0;;;91.0;0.5
1;"[""ew""]";1;;942.0;;91.0;0.5
4;"[""ew"", ""ew"", ""ew"", ""cw"", ""ew""]";5;80.0;;4136532.0;91.0;0.5
1;"[""ew"", ""cw""]";2;;1050.0;;91.0;0.5
1;"[""fl""]";1;2.0;20950.0;;91.0;0.5
2;"[""fl"", ""fl""]";2;;96890.0;;91.0;0.5
3;"[""ls"", ""ls"", ""fl"", ""ls"", ""ls""]";5;272.0;33207.0;;91.0;0.5
1;"[""fl""]";1;32.0;;;91.0;0.5
2;"[""ew"", ""fl"", ""ls"", ""fl""]";4;115.0;198007.0;;91.0;0.5
1;"[""fl""]";1;;16296.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;47.0;5112.0;;91.0;0.5
1;"[""ew""]";1;13.0;;209906.0;91.0;0.5
2;"[""ew"", ""fl"", ""fl""]";3;10.0;19500.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;;44096.0;;91.0;0.5
1;"[""fl""]";1;3.0;2000.0;74085.0;91.0;0.5
1;"[""eq"", ""ls""]";2;;41236.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;;1500.0;;91.0;0.5
1;"[""vo""]";1;;18450.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;11.0;188000.0;554893.0;91.0;0.5
2;"[""ew"", ""ew""]";2;;1038.0;166690.0;91.0;0.5
2;"[""fl"", ""ew""]";2;;29199.0;;91.0;0.5
1;"[""fl""]";1;;3000.0;;91.0;0.5
3;"[""dr"", ""ew"", ""fl"", ""ls"", ""fl"", ""ls""]";6;;;4916742.0;91.0;0.5
1;"[""fl"", ""ls""]";2;9.0;3235.0;;91.0;0.5
1;"[""fl""]";1;11.0;;2469.0;91.0;0.5
1;"[""fl"", ""ls""]";2;12.0;1185.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;178.0;193881.0;1852113.0;91.0;0.5
1;"[""ew""]";1;5.0;35000.0;13582.0;91.0;0.5
1;"[""ls""]";1;11.0;2870.0;;91.0;0.5
1;"[""fl""]";1;5.0;1000.0;;91.0;0.5
1;"[""ls""]";1;10.0;;;91.0;0.5
1;"[""fl"", ""ls""]";2;2.0;3431.0;;91.0;0.5
1;"[""ew""]";1;2.0;10025.0;;91.0;0.5
1;"[""ew""]";1;3.0;;;91.0;0.5
1;"[""fl""]";1;6.0;45000.0;;91.0;0.5
1;"[""ew""]";1;1.0;10000.0;3704.0;91.0;0.5
1;"[""ew""]";1;;2761.0;;91.0;0.5
1;"[""fl""]";1;2.0;12670.0;6544.0;91.0;0.5
1;"[""fl""]";1;;147405.0;;91.0;0.5
1;"[""vo""]";1;;;;91.0;0.5
1;"[""ew"", ""fl""]";2;1.0;1116.0;;91.0;0.5
1;"[""eq""]";1;4.0;200.0;;91.0;0.5
1;"[""ls""]";1;15.0;;;91.0;0.5
2;"[""fl"", ""fl""]";2;26.0;4500.0;;91.0;0.5
2;"[""ew"", ""fl""]";2;7.0;;1168066.0;91.0;0.5
2;"[""fl"", ""ew"", ""dr""]";3;;110089.0;;91.0;0.5
1;"[""cw""]";1;21.0;200620.0;116066.0;91.0;0.5
1;"[""dr"", ""cw""]";2;24.0;2520000.0;74085.0;91.0;0.5
2;"[""eq"", ""dr""]";2;;;3060925.0;91.0;0.5
2;"[""dr"", ""ew""]";2;;720000.0;;91.0;0.5
4;"[""ls"", ""fl"", ""ls"", ""ls""]";4;135.0;;;91.0;0.5
1;"[""fl""]";1;12.0;5000.0;;91.0;0.5
2;"[""ls"", ""fl"", ""fl""]";3;59.0;3510.0;;91.0;0.5
1;"[""hw""]";1;2.0;480.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;;5401.0;;91.0;0.5
1;"[""ew""]";1;2.0;523.0;430.0;91.0;0.5
2;"[""eq"", ""eq""]";2;98.0;;;91.0;0.5
4;"[""eq"", ""ew"", ""cw"", ""eq"", ""eq""]";5;;;;91.0;0.5
2;"[""eq"", ""ls"", ""eq"", ""ls""]";4;8969.0;5642150.0;;91.0;0.5
1;"[""fl""]";1;1.0;100.0;123474.0;91.0;0.5
3;"[""vo"", ""vo"", ""fl""]";3;;7716.0;;91.0;0.5
1;"[""ls"", ""fl""]";2;93.0;348.0;;91.0;0.5
1;"[""fl""]";1;8.0;200.0;;91.0;0.5
2;"[""ew"", ""ew""]";2;19.0;;;91.0;0.5
3;"[""ew"", ""cw"", ""ew"", ""fl""]";4;32.0;;;91.0;0.5
1;"[""ew""]";1;14.0;2320.0;;91.0;0.5
1;"[""fl""]";1;1.0;1500.0;;91.0;0.5
1;"[""dr""]";1;;;;91.0;0.5
1;"[""fl""]";1;25.0;5000.0;14817.0;91.0;0.5
1;"[""eq"", ""ls""]";2;24.0;10.0;2.0;91.0;0.5
1;"[""fl"", ""ls""]";2;16.0;;;91.0;0.5
1;"[""fl"", ""ls""]";2;40.0;10320.0;28399.0;91.0;0.5
1;"[""fl""]";1;81.0;9000.0;745784.0;91.0;0.5
1;"[""fl""]";1;;400.0;211141.0;91.0;0.5
1;"[""fl""]";1;4.0;30000.0;;91.0;0.5
2;"[""eq"", ""fl"", ""ls""]";3;118.0;1560.0;;91.0;0.5
1;"[""ew""]";1;7.0;115.0;;91.0;0.5
1;"[""fl""]";1;1.0;1500.0;;91.0;0.5
1;"[""fl""]";1;;45297.0;;91.0;0.5
1;"[""hw""]";1;410.0;;;91.0;0.5
1;"[""dr""]";1;;;54329.0;91.0;0.5
1;"[""fl"", ""ew""]";2;8.0;122000.0;;91.0;0.5
1;"[""eq""]";1;3.0;9263.0;3951.0;91.0;0.5
1;"[""ew"", ""ls""]";2;;55567.0;2739.0;91.0;0.5
1;"[""ew""]";1;9.0;400.0;2469.0;91.0;0.5
1;"[""fl"", ""ls""]";2;23.0;42500.0;106.0;91.0;0.5
1;"[""ew""]";1;5.0;14100.0;1852113.0;91.0;0.5
1;"[""ew""]";1;;6.0;;91.0;0.5
1;"[""fl""]";1;4.0;3000.0;;91.0;0.5
1;"[""fl""]";1;23.0;4030.0;;91.0;0.5
3;"[""eq"", ""fl"", ""ls"", ""fl"", ""ls""]";5;;;;91.0;0.5
1;"[""fl""]";1;;25750.0;;91.0;0.5
3;"[""ew"", ""hw"", ""fl"", ""ls""]";4;2564.0;;;91.0;0.5
1;"[""fl"", ""ls""]";2;;5401.0;;91.0;0.5
1;"[""fl""]";1;;199000.0;;91.0;0.5
1;"[""ew""]";1;1.0;1217.0;;91.0;0.5
1;"[""fl""]";1;;8105.0;;91.0;0.5
1;"[""fl""]";1;9.0;29628.0;;91.0;0.5
1;"[""fl""]";1;;600.0;123474.0;91.0;0.5
1;"[""fl""]";1;27.0;87037.0;;91.0;0.5
1;"[""fl""]";1;;3700.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;32.0;15000.0;251887.0;91.0;0.5
2;"[""ls"", ""ls"", ""fl"", ""ls""]";4;65.0;36.0;;91.0;0.5
4;"[""fl"", ""ls"", ""ls"", ""fl"", ""ls"", ""ew"", ""fl""]";7;83.0;4012904.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;9.0;62929.0;141.0;91.0;0.5
1;"[""dr""]";1;;181687.0;104211.0;91.0;0.5
2;"[""fl"", ""ls"", ""dr""]";3;;;;91.0;0.5
1;"[""fl""]";1;;47800.0;12347.0;91.0;0.5
1;"[""dr""]";1;;;;91.0;0.5
2;"[""dr"", ""fl""]";2;;18003541.0;;91.0;0.5
1;"[""ew""]";1;;360.0;;91.0;0.5
5;"[""ew"", ""ew"", ""fl"", ""hw"", ""ew"", ""fl"", ""ls"", ""hw""]";8;;15304.0;;91.0;0.5
1;"[""fl"", ""ew"", ""ls""]";3;7.0;5030.0;107423.0;91.0;0.5
1;"[""fl"", ""ew""]";2;8.0;28925.0;38277.0;91.0;0.5
1;"[""fl""]";1;3.0;50000.0;;91.0;0.5
1;"[""ew""]";1;;3843.0;;91.0;0.5
1;"[""fl""]";1;9.0;880.0;;91.0;0.5
1;"[""eq""]";1;3.0;390.0;;91.0;0.5
1;"[""fl""]";1;20.0;;;91.0;0.5
1;"[""ew"", ""fl""]";2;6.0;380.0;;91.0;0.5
1;"[""ew"", ""ls"", ""fl""]";3;6.0;938.0;;91.0;0.5
1;"[""fl""]";1;5.0;2000.0;;91.0;0.5
1;"[""fl""]";1;6.0;8291.0;;91.0;0.5
1;"[""fl""]";1;;500.0;137056.0;91.0;0.5
1;"[""hw""]";1;16.0;;;91.0;0.5
1;"[""vo""]";1;;800000.0;;91.0;0.5
1;"[""fl""]";1;;2326.0;;91.0;0.5
1;"[""ew"", ""fl"", ""ls""]";3;40.0;318383.0;37411.0;91.0;0.5
1;"[""ew""]";1;;70.0;;91.0;0.5
1;"[""fl""]";1;9.0;;;91.0;0.5
1;"[""ew"", ""fl"", ""ls""]";3;30.0;28594.0;596146.0;91.0;0.5
3;"[""ls"", ""fl"", ""fl""]";3;26.0;814000.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;5.0;1969.0;;91.0;0.5
1;"[""ew""]";1;9.0;;1358.0;91.0;0.5
1;"[""dr""]";1;;67000.0;;91.0;0.5
1;"[""fl""]";1;53.0;100420.0;30869.0;91.0;0.5
1;"[""fl""]";1;10.0;24303.0;;91.0;0.5
1;"[""ls""]";1;7.0;492.0;;91.0;0.5
1;"[""fl"", ""ls""]";2;4.0;140.0;;91.0;0.5
1;"[""fl""]";1;2.0;100.0;;91.0;0.5
1;"[""fl""]";1;4.0;150.0;2469.0;91.0;0.5
1;"[""ew""]";1;;200.0;;91.0;0.5
1;"[""ew""]";1;9.0;3500.0;;91.0;0.5
1;"[""ew""]";1;3.0;750.0;;91.0;0.5
6;"[""ew"", ""ew"", ""fl"", ""hw"", ""ew"", ""fl"", ""ls"", ""ew"", ""fl"", ""fl"", ""ls""]";11;;109209.0;;91.0;0.5
1;"[""fl""]";1;19.0;;2469.0;91.0;0.5
1;"[""ew"", ""fl""]";2;11.0;;15805.0;91.0;0.5
1;"[""ew"", ""fl""]";2;3.0;;693.0;91.0;0.5
1;"[""fl"", ""ls""]";2;8.0;7309.0;;91.0;0.5
1;"[""ts"", ""ts""]";2;19.0;681499.0;987794.0;91.0;0.5
1;"[""fl""]";1;;22000.0;;91.0;0.5
1;"[""fl""]";1;12.0;;;91.0;0.5
2;"[""hw"", ""ew""]";2;3278.0;;;91.0;0.5
1;"[""fl""]";1;14.0;;;91.0;0.5
1;"[""ew"", ""fl""]";2;;6300.0;;91.0;0.5
1;"[""fl""]";1;2.0;3750.0;;91.0;0.5
2;"[""ew"", ""fl""]";2;;2383.0;;91.0;0.5
1;"[""fl""]";1;1.0;;;91.0;0.5
2;"[""dr"", ""fl""]";2;;;;91.0;0.5
1;"[""eq""]";1;;12247.0;;91.0;0.5
1;"[""fl""]";1;2.0;56845.0;;91.0;0.5
5;"[""ew"", ""ew"", ""fl"", ""hw"", ""ew"", ""fl"", ""ls"", ""ew""]";8;;;;91.0;0.5
1;"[""ew""]";1;3.0;376.0;32103.0;91.0;0.5
1;"[""dr""]";1;;14200.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;25.0;800.0;2469484.0;91.0;0.5
1;"[""ew""]";1;2.0;3500.0;1605.0;91.0;0.5
1;"[""ls""]";1;350.0;1112.0;6174.0;91.0;0.5
1;"[""fl""]";1;20.0;;1140902.0;91.0;0.5
1;"[""ew""]";1;29.0;;;91.0;0.5
17;"[""eq"", ""ew"", ""ew"", ""fl"", ""fl"", ""ls"", ""fl"", ""fl"", ""fl"", ""fl"", ""ew"", ""ls"", ""fl"", ""ew"", ""fl"", ""fl"", ""ew"", ""fl"", ""fl"", ""fl"", ""ls"", ""fl"", ""ew"", ""ls"", ""ew""]";25;;1079240.0;;91.0;0.5
16;"[""eq"", ""ew"", ""ew"", ""fl"", ""fl"", ""ls"", ""fl"", ""fl"", ""fl"", ""fl"", ""ew"", ""ls"", ""fl"", ""ew"", ""fl"", ""fl"", ""ew"", ""fl"", ""fl"", ""ls"", ""fl"", ""ew"", ""ls"", ""ew""]";24;;887930.0;;91.0;0.5
3;"[""fl"", ""ls"", ""fl"", ""ls"", ""fl""]";5;172.0;;;91.0;0.5
3;"[""fl"", ""ls"", ""fl"", ""ls"", ""ls""]";5;177.0;1636603.0;;91.0;0.5
1;"[""ls""]";1;17.0;300.0;;91.0;0.5
6;"[""fl"", ""hw"", ""fl"", ""fl"", ""fl"", ""ls""]";6;1528.0;;;91.0;0.5
1;"[""fl"", ""ls""]";2;4.0;50.0;201263.0;91.0;0.5
1;"[""fl""]";1;;1200.0;;91.0;0.5
1;"[""ew"", ""fl"", ""ls""]";3;51.0;2898590.0;260512.0;91.0;0.5
1;"[""fl""]";1;;;;91.0;0.5
1;"[""fl""]";1;;20000.0;;91.0;0.5
1;"[""fl""]";1;;35000.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;14.0;15000.0;1016193.0;91.0;0.5
1;"[""eq""]";1;280.0;502590.0;;91.0;0.5
1;"[""eq""]";1;;10.0;;91.0;0.5
1;"[""fl""]";1;;900000.0;;91.0;0.5
1;"[""fl""]";1;58.0;65000.0;;91.0;0.5
1;"[""fl""]";1;1.0;;;91.0;0.5
1;"[""fl""]";1;52.0;4179.0;16052.0;91.0;0.5
1;"[""fl""]";1;;210600.0;;91.0;0.5
1;"[""fl""]";1;12.0;136450.0;;91.0;0.5
1;"[""fl""]";1;2.0;;;91.0;0.5
1;"[""fl""]";1;4.0;;;91.0;0.5
1;"[""ew""]";1;;4000.0;;91.0;0.5
1;"[""ew""]";1;8.0;110065.0;246948.0;91.0;0.5
2;"[""hw"", ""ew"", ""fl""]";3;135.0;201.0;;91.0;0.5
1;"[""eq""]";1;;2003.0;4939.0;91.0;0.5
1;"[""fl""]";1;;180000.0;;91.0;0.5
2;"[""ew"", ""fl""]";2;357.0;;;91.0;0.5
1;"[""ew"", ""fl""]";2;18.0;15000.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;;;;91.0;0.5
16;"[""eq"", ""ew"", ""ew"", ""fl"", ""fl"", ""ls"", ""fl"", ""fl"", ""fl"", ""fl"", ""ew"", ""ls"", ""fl"", ""ew"", ""fl"", ""fl"", ""ew"", ""fl"", ""fl"", ""ls"", ""fl"", ""ew"", ""ls"", ""fl""]";24;;1511330.0;;91.0;0.5
1;"[""fl""]";1;9.0;17700.0;637127.0;91.0;0.5
1;"[""fl""]";1;2.0;20000.0;;91.0;0.5
1;"[""fl""]";1;12.0;;;91.0;0.5
1;"[""vo""]";1;;130042.0;;91.0;0.5
1;"[""eq""]";1;;16780.0;14817.0;91.0;0.5
1;"[""fl""]";1;31.0;10560.0;;91.0;0.5
1;"[""fl""]";1;1.0;300.0;;91.0;0.5
1;"[""ew"", ""fl""]";2;18.0;300.0;172864.0;91.0;0.5
1;"[""fl""]";1;112.0;240799.0;;91.0;0.5
1;"[""dr""]";1;;1750000.0;8334508.0;91.0;0.5
