;Records;No records;Hazards;No hazards
2000-0804-MEX;"[""2000-0804-MEX""]";1;"[""vo""]";1
2000-0819-NGA;"[""2000-0819-NGA""]";1;"[""ls""]";1
2000-0841-MAR;"[""2000-0841-MAR""]";1;"[""fl""]";1
2000-0869-CUB;"[""2000-0869-CUB""]";1;"[""fl""]";1
2000-0839-ARG;"[""2000-0839-ARG""]";1;"[""ew""]";1
2000-0840-URY;"[""2000-0840-URY""]";1;"[""ew""]";1
2000-0835-BDI;"[""2000-0835-BDI""]";1;"[""fl""]";1
2000-0856-GBR;"[""2000-0856-GBR""]";1;"[""ew""]";1
2000-0868-HRV;"[""2000-0868-HRV""]";1;"[""fl""]";1
2000-0868-SCG;"[""2000-0868-SCG""]";1;"[""fl""]";1
2000-0837-ESP;"[""2000-0837-ESP""]";1;"[""ew""]";1
2000-0847-DZA;"[""2000-0847-DZA""]";1;"[""ew""]";1
2001-9048-MOZ;"[""2001-9048-MOZ""]";1;"[""dr""]";1
2001-0029-BOL;"[""2001-0029-BOL""]";1;"[""fl""]";1
2001-0011-IND;"[""2001-0011-IND""]";1;"[""cw""]";1
2001-0031-GRC;"[""2001-0031-GRC""]";1;"[""fl""]";1
2001-0008-CHN;"[""2001-0008-CHN""]";1;"[""ew""]";1
2001-9067-CMR;"[""2001-9067-CMR""]";1;"[""dr""]";1
2001-9854-NAM;"[""2001-9854-NAM""]";1;"[""dr""]";1
2001-0016-ITA;"[""2001-0016-ITA""]";1;"[""fl""]";1
2001-0017-KAZ;"[""2001-0017-KAZ""]";1;"[""cw""]";1
2001-0018-RUS;"[""2001-0018-RUS""]";1;"[""cw""]";1
2001-0028-AUS;"[""2001-0028-AUS""]";1;"[""fl""]";1
2001-0026-PAK;"[""2001-0026-PAK""]";1;"[""cw""]";1
2001-0025-MWI;"[""2001-0025-MWI""]";1;"[""fl""]";1
2001-0779-NZL;"[""2001-0779-NZL""]";1;"[""hw"", ""dr""]";2
2001-0019-MOZ;"[""2001-0019-MOZ""]";1;"[""fl""]";1
2001-0066-FRA;"[""2000-0812-FRA"", ""2001-0066-FRA""]";2;"[""fl"", ""fl""]";2
2001-0005-TZA;"[""2001-0005-TZA""]";1;"[""eq""]";1
2001-0010-KOR;"[""2001-0010-KOR""]";1;"[""ew""]";1
2001-0012-ARG;"[""2000-0839-ARG"", ""2001-0012-ARG""]";2;"[""ew"", ""ew""]";2
2001-0032-KEN;"[""2001-0032-KEN""]";1;"[""fl""]";1
2001-0013-SLV;"[""2001-0013-SLV""]";1;"[""eq"", ""ls""]";2
2001-0023-GTM;"[""2001-0023-GTM""]";1;"[""eq""]";1
2001-0059-PHL;"[""2001-0059-PHL""]";1;"[""fl""]";1
2001-0021-AGO;"[""2001-0021-AGO""]";1;"[""fl""]";1
2001-0030-AUS;"[""2001-0028-AUS"", ""2001-0030-AUS""]";2;"[""fl"", ""ew""]";2
2001-0045-AUS;"[""2001-0045-AUS""]";1;"[""ew""]";1
2001-0085-JPN;"[""2001-0085-JPN""]";1;"[""ew""]";1
2001-0046-IDN;"[""2001-0046-IDN""]";1;"[""ls""]";1
2001-0047-TZA;"[""2001-0047-TZA""]";1;"[""ls""]";1
2001-0040-PRT;"[""2001-0040-PRT""]";1;"[""fl"", ""ls""]";2
2001-0033-IND;"[""2001-0033-IND""]";1;"[""eq""]";1
2001-0033-PAK;"[""2001-0033-PAK""]";1;"[""eq""]";1
2001-0037-ZAF;"[""2001-0037-ZAF""]";1;"[""ew""]";1
2001-0027-AFG;"[""2001-0027-AFG""]";1;"[""cw""]";1
2001-0082-ZWE;"[""2001-0082-ZWE""]";1;"[""fl""]";1
2001-9149-CHN;"[""2001-9149-CHN""]";1;"[""dr""]";1
2001-0091-ZMB;"[""2001-0091-ZMB""]";1;"[""fl""]";1
2001-0087-AUS;"[""2001-0028-AUS"", ""2001-0030-AUS"", ""2001-0087-AUS""]";3;"[""fl"", ""ew"", ""fl""]";3
2001-0049-LKA;"[""2001-0049-LKA""]";1;"[""fl""]";1
2001-0107-GEO;"[""2001-0107-GEO""]";1;"[""ew""]";1
2001-0051-IDN;"[""2001-0046-IDN"", ""2001-0051-IDN""]";2;"[""ls"", ""fl"", ""ls""]";3
2001-0732-COD;"[""2001-0732-COD""]";1;"[""vo""]";1
2001-0041-IDN;"[""2001-0046-IDN"", ""2001-0051-IDN"", ""2001-0041-IDN""]";3;"[""ls"", ""fl"", ""ls"", ""ls""]";4
2001-0131-GBR;"[""2001-0131-GBR""]";1;"[""fl""]";1
2001-0052-CAN;"[""2001-0052-CAN""]";1;"[""ew""]";1
2001-0669-IDN;"[""2001-0669-IDN""]";1;"[""eq""]";1
2001-0042-SLV;"[""2001-0042-SLV""]";1;"[""eq"", ""ls""]";2
2001-0053-CHL;"[""2001-0053-CHL""]";1;"[""fl""]";1
2001-0054-PHL;"[""2001-0054-PHL""]";1;"[""ew""]";1
2001-0103-AUS;"[""2001-0103-AUS""]";1;"[""fl""]";1
2001-0104-SYR;"[""2001-0104-SYR""]";1;"[""ew""]";1
2001-0064-CHN;"[""2001-0064-CHN""]";1;"[""eq""]";1
2001-0102-USA;"[""2001-0102-USA""]";1;"[""ew""]";1
2001-0086-AFG;"[""2001-0027-AFG"", ""2001-0086-AFG""]";2;"[""cw"", ""eq""]";2
2001-0262-USA;"[""2001-0262-USA""]";1;"[""fl""]";1
2001-0109-TZA;"[""2001-0109-TZA""]";1;"[""fl""]";1
2001-0099-USA;"[""2001-0099-USA""]";1;"[""eq""]";1
2001-0093-VUT;"[""2001-0093-VUT""]";1;"[""ew""]";1
2001-0117-PER;"[""2001-0117-PER""]";1;"[""fl""]";1
2001-0223-FJI;"[""2001-0223-FJI""]";1;"[""ew""]";1
2001-9122-ZWE;"[""2001-0082-ZWE"", ""2001-9122-ZWE""]";2;"[""fl"", ""dr""]";2
2001-0097-CAF;"[""2001-0097-CAF""]";1;"[""ew""]";1
2001-9218-CHN;"[""2001-0064-CHN"", ""2001-9218-CHN""]";2;"[""eq"", ""dr""]";2
2001-0264-RUS;"[""2001-0264-RUS""]";1;"[""ew""]";1
2001-0079-ROU;"[""2001-0079-ROU""]";1;"[""fl""]";1
2001-0096-UKR;"[""2001-0096-UKR""]";1;"[""fl""]";1
2001-0095-HUN;"[""2001-0095-HUN""]";1;"[""fl""]";1
2001-0130-AUS;"[""2001-0130-AUS""]";1;"[""fl""]";1
2001-0186-ECU;"[""2001-0186-ECU""]";1;"[""fl""]";1
2001-0188-TUR;"[""2001-0188-TUR""]";1;"[""fl""]";1
2001-0187-THA;"[""2001-0187-THA""]";1;"[""fl""]";1
2001-0121-ARG;"[""2001-0121-ARG""]";1;"[""fl""]";1
2001-0193-FRA;"[""2001-0193-FRA""]";1;"[""fl""]";1
2001-0123-JPN;"[""2001-0123-JPN""]";1;"[""eq""]";1
2001-0795-CHN;"[""2001-0795-CHN""]";1;"[""ew""]";1
2001-0267-PAK;"[""2001-0267-PAK""]";1;"[""ew""]";1
2001-0194-USA;"[""2001-0194-USA""]";1;"[""ew""]";1
2001-0202-BGD;"[""2001-0202-BGD""]";1;"[""ew""]";1
2001-9044-BFA;"[""2001-9044-BFA""]";1;"[""dr""]";1
2001-0146-AGO;"[""2001-0146-AGO""]";1;"[""fl""]";1
2001-0147-ARG;"[""2001-0147-ARG""]";1;"[""ew""]";1
2001-0143-VUT;"[""2001-0143-VUT""]";1;"[""ew""]";1
2001-0229-FRA;"[""2001-0229-FRA""]";1;"[""fl""]";1
2001-0155-MNG;"[""2001-0155-MNG""]";1;"[""ew""]";1
2001-0156-COL;"[""2001-0156-COL""]";1;"[""fl""]";1
2001-0151-CHN;"[""2001-0151-CHN""]";1;"[""eq"", ""ls""]";2
2001-0274-WSM;"[""2001-0274-WSM""]";1;"[""fl""]";1
2001-0268-USA;"[""2001-0268-USA""]";1;"[""fl""]";1
2001-0305-CHN;"[""2001-0795-CHN"", ""2001-0305-CHN""]";2;"[""ew"", ""fl""]";2
2001-0270-USA;"[""2001-0270-USA""]";1;"[""ew""]";1
2001-0213-BRA;"[""2001-0213-BRA""]";1;"[""fl""]";1
2001-0271-PER;"[""2001-0271-PER""]";1;"[""fl""]";1
2001-0301-AUS;"[""2001-0301-AUS""]";1;"[""ew""]";1
2001-0273-BGD;"[""2001-0273-BGD""]";1;"[""ew""]";1
2001-9383-SLV;"[""2001-9383-SLV""]";1;"[""dr""]";1
2001-0217-CHN;"[""2001-0217-CHN""]";1;"[""ls""]";1
2001-0277-UGA;"[""2001-0277-UGA""]";1;"[""fl""]";1
2001-0276-NGA;"[""2001-0276-NGA""]";1;"[""fl""]";1
2001-0281-PAN;"[""2001-0281-PAN""]";1;"[""fl""]";1
2001-0176-THA;"[""2001-0176-THA""]";1;"[""fl"", ""ls""]";2
2001-0307-PRI;"[""2001-0307-PRI""]";1;"[""fl""]";1
2001-0180-IRN;"[""2001-0180-IRN""]";1;"[""fl""]";1
2001-0309-TUR;"[""2001-0309-TUR""]";1;"[""fl""]";1
2001-0198-BGD;"[""2001-0198-BGD""]";1;"[""ew""]";1
2001-0227-RUS;"[""2001-0227-RUS""]";1;"[""fl""]";1
2001-0774-KAZ;"[""2001-0774-KAZ""]";1;"[""fl""]";1
2001-0257-RUS;"[""2001-0257-RUS""]";1;"[""ew""]";1
2001-0207-HTI;"[""2001-0207-HTI""]";1;"[""fl""]";1
2001-0209-COD;"[""2001-0209-COD""]";1;"[""fl""]";1
2001-0717-TJK;"[""2001-0717-TJK""]";1;"[""ls""]";1
2001-0214-CHN;"[""2001-0214-CHN""]";1;"[""eq""]";1
2001-0344-SHN;"[""2001-0344-SHN""]";1;"[""ew""]";1
2001-0337-IND;"[""2001-0337-IND""]";1;"[""ew""]";1
2001-0297-PHL;"[""2001-0297-PHL""]";1;"[""vo""]";1
2001-0365-CHL;"[""2001-0365-CHL""]";1;"[""fl""]";1
2001-0729-IND;"[""2001-0729-IND""]";1;"[""ew""]";1
2001-0285-CHL;"[""2001-0285-CHL""]";1;"[""ew""]";1
2001-0233-AFG;"[""2001-0233-AFG""]";1;"[""eq""]";1
1999-9388-DJI;"[""1999-9388-DJI""]";1;"[""dr""]";1
2001-0783-BIH;"[""2001-0783-BIH""]";1;"[""fl""]";1
2001-0298-NPL;"[""2001-0298-NPL""]";1;"[""ls""]";1
2001-0349-IND;"[""2001-0729-IND"", ""2001-0349-IND""]";2;"[""ew"", ""fl""]";2
2001-0236-URY;"[""2001-0236-URY""]";1;"[""fl""]";1
2001-9394-BRA;"[""2001-9394-BRA""]";1;"[""dr""]";1
2001-9398-KOR;"[""2001-9398-KOR""]";1;"[""dr""]";1
2001-0350-JPN;"[""2001-0350-JPN""]";1;"[""fl""]";1
2001-0343-COL;"[""2001-0343-COL""]";1;"[""ew""]";1
2001-0746-MMR;"[""2001-0746-MMR""]";1;"[""fl""]";1
2001-0241-CHN;"[""2001-0241-CHN""]";1;"[""fl""]";1
2001-0242-USA;"[""2001-0242-USA""]";1;"[""ew"", ""fl""]";2
2001-0345-PNG;"[""2001-0345-PNG""]";1;"[""eq"", ""ls""]";2
2001-0393-BGD;"[""2001-0393-BGD""]";1;"[""fl""]";1
2001-0395-COL;"[""2001-0395-COL""]";1;"[""ls""]";1
2001-0243-IND;"[""2001-0243-IND""]";1;"[""fl""]";1
2001-0254-VUT;"[""2001-0254-VUT""]";1;"[""vo""]";1
2001-0246-YEM;"[""2001-0246-YEM""]";1;"[""ew""]";1
2001-0252-ECU;"[""2001-0252-ECU""]";1;"[""fl""]";1
2001-0474-USA;"[""2001-0474-USA""]";1;"[""ew""]";1
2001-0351-USA;"[""2001-0242-USA"", ""2001-0351-USA""]";2;"[""ew"", ""fl"", ""ew""]";3
2001-0740-CHN;"[""2001-0740-CHN""]";1;"[""fl""]";1
2001-0756-TJK;"[""2001-0756-TJK""]";1;"[""ew""]";1
2001-0473-USA;"[""2001-0473-USA""]";1;"[""ew""]";1
2001-0741-CHN;"[""2001-0741-CHN""]";1;"[""fl""]";1
2001-0475-CHN;"[""2001-0241-CHN"", ""2001-0475-CHN""]";2;"[""fl"", ""ew""]";2
2001-0288-ROU;"[""2001-0288-ROU""]";1;"[""fl""]";1
2001-0320-TLS;"[""2001-0320-TLS""]";1;"[""fl""]";1
2001-0476-JPN;"[""2001-0476-JPN""]";1;"[""ew""]";1
2001-0294-PER;"[""2001-0294-PER""]";1;"[""ts"", ""ts""]";2
2001-0292-CHN;"[""2001-0292-CHN""]";1;"[""ew""]";1
2001-0293-TWN;"[""2001-0293-TWN""]";1;"[""ew""]";1
2001-0358-TUR;"[""2001-0358-TUR""]";1;"[""eq""]";1
2001-0356-CHN;"[""2001-0356-CHN""]";1;"[""fl""]";1
2001-0357-THA;"[""2001-0479-THA"", ""2001-0357-THA""]";2;"[""fl"", ""ew""]";2
2001-0479-THA;"[""2001-0357-THA"", ""2001-0479-THA""]";2;"[""ew"", ""fl""]";2
2001-0314-GHA;"[""2001-0314-GHA""]";1;"[""fl""]";1
2001-0546-IDN;"[""2001-0546-IDN""]";1;"[""eq""]";1
2001-0299-CMR;"[""2001-0299-CMR""]";1;"[""fl"", ""ls""]";2
2001-0361-VNM;"[""2001-0361-VNM""]";1;"[""fl""]";1
2001-0482-BOL;"[""2001-0482-BOL""]";1;"[""cw""]";1
2001-0401-ARG;"[""2001-0377-ARG"", ""2001-0401-ARG""]";2;"[""cw"", ""fl""]";2
2001-0377-ARG;"[""2001-0401-ARG"", ""2001-0377-ARG""]";2;"[""fl"", ""cw""]";2
2001-0319-PHL;"[""2001-0319-PHL""]";1;"[""ew""]";1
2001-0766-PAK;"[""2001-0766-PAK""]";1;"[""ls""]";1
2001-0767-MOZ;"[""2001-0767-MOZ""]";1;"[""fl""]";1
2001-0322-CHN;"[""2001-0241-CHN"", ""2001-0740-CHN"", ""2001-0475-CHN"", ""2001-0322-CHN""]";4;"[""fl"", ""fl"", ""ew"", ""ew""]";4
2001-0404-RUS;"[""2001-0404-RUS""]";1;"[""hw""]";1
2001-0464-ETH;"[""2001-0464-ETH""]";1;"[""fl""]";1
2001-0385-CHN;"[""2001-0385-CHN""]";1;"[""ls""]";1
2001-0481-ZAF;"[""2001-0481-ZAF""]";1;"[""fl""]";1
2001-0387-IND;"[""2001-0387-IND""]";1;"[""fl""]";1
2001-0323-FRA;"[""2001-0323-FRA""]";1;"[""fl""]";1
2001-0318-VNM;"[""2001-0318-VNM""]";1;"[""ew""]";1
2001-0489-GMB;"[""2001-0489-GMB""]";1;"[""fl""]";1
2001-0386-ITA;"[""2001-0386-ITA""]";1;"[""ew""]";1
2001-0324-FRA;"[""2001-0324-FRA""]";1;"[""ew""]";1
2001-0359-TWN;"[""2001-0359-TWN""]";1;"[""ew""]";1
2001-0386-DEU;"[""2001-0386-DEU""]";1;"[""ew""]";1
2001-0388-RUS;"[""2001-0388-RUS""]";1;"[""fl""]";1
2001-0486-CHN;"[""2001-0486-CHN""]";1;"[""ew""]";1
2001-0743-FRA;"[""2001-0743-FRA""]";1;"[""fl""]";1
2001-0332-IND;"[""2001-0332-IND""]";1;"[""fl""]";1
2001-0460-USA;"[""2001-0460-USA""]";1;"[""fl"", ""ls""]";2
2001-0748-TUR;"[""2001-0748-TUR""]";1;"[""eq""]";1
2001-0328-PAK;"[""2001-0328-PAK""]";1;"[""ls""]";1
2001-0415-TWN;"[""2001-0415-TWN""]";1;"[""ew""]";1
2001-0389-CHN;"[""2001-0385-CHN"", ""2001-0389-CHN""]";2;"[""ls"", ""eq""]";2
2001-0335-KOR;"[""2001-0335-KOR""]";1;"[""fl""]";1
2001-0414-IND;"[""2001-0414-IND""]";1;"[""ls""]";1
2001-0378-ITA;"[""2001-0378-ITA""]";1;"[""vo""]";1
2001-0390-POL;"[""2001-0390-POL""]";1;"[""fl""]";1
2001-0375-IRN;"[""2001-0375-IRN""]";1;"[""fl""]";1
2001-0408-NGA;"[""2001-0408-NGA""]";1;"[""fl""]";1
2001-0376-PAK;"[""2001-0328-PAK"", ""2001-0376-PAK""]";2;"[""ls"", ""fl"", ""ls""]";3
2001-0419-CHN;"[""2001-0241-CHN"", ""2001-0740-CHN"", ""2001-0475-CHN"", ""2001-0322-CHN"", ""2001-0419-CHN""]";5;"[""fl"", ""fl"", ""ew"", ""ew"", ""ew""]";5
2001-0390-SVK;"[""2001-0390-SVK""]";1;"[""fl""]";1
2001-0392-CHN;"[""2001-0392-CHN""]";1;"[""fl""]";1
2001-0405-CHN;"[""2001-0405-CHN""]";1;"[""ew""]";1
2001-0488-MEX;"[""2001-0488-MEX""]";1;"[""ew""]";1
2001-0461-PHL;"[""2001-0461-PHL""]";1;"[""vo""]";1
2001-0749-GRC;"[""2001-0749-GRC""]";1;"[""eq""]";1
2001-0402-YEM;"[""2001-0402-YEM""]";1;"[""fl""]";1
2001-0768-CHN;"[""2001-0385-CHN"", ""2001-0389-CHN"", ""2001-0768-CHN""]";3;"[""ls"", ""eq"", ""ls""]";3
2001-0403-KOR;"[""2001-0335-KOR"", ""2001-0403-KOR""]";2;"[""fl"", ""fl""]";2
2001-0471-CHL;"[""2001-0471-CHL""]";1;"[""fl""]";1
2001-0405-TWN;"[""2001-0405-TWN""]";1;"[""ew""]";1
2001-0407-IDN;"[""2001-0407-IDN""]";1;"[""fl"", ""ls""]";2
2001-0410-PRK;"[""2001-0410-PRK""]";1;"[""fl""]";1
2001-0465-IND;"[""2001-0465-IND""]";1;"[""fl""]";1
2001-0502-IND;"[""2001-0502-IND""]";1;"[""fl""]";1
2001-0770-USA;"[""2001-0770-USA""]";1;"[""hw""]";1
2001-0771-USA;"[""2001-0771-USA""]";1;"[""ew""]";1
2001-0782-LAO;"[""2001-0782-LAO""]";1;"[""fl""]";1
2001-0772-USA;"[""2001-0772-USA""]";1;"[""fl""]";1
2001-0769-ETH;"[""2001-0769-ETH""]";1;"[""fl""]";1
2001-0420-RUS;"[""2001-0420-RUS""]";1;"[""fl""]";1
2001-0417-SDN;"[""2001-0417-SDN""]";1;"[""fl""]";1
2001-0450-THA;"[""2001-0450-THA""]";1;"[""fl""]";1
2001-0754-PER;"[""2001-0754-PER""]";1;"[""eq""]";1
2001-0453-IRN;"[""2001-0453-IRN""]";1;"[""fl""]";1
2001-0448-ETH;"[""2001-0448-ETH""]";1;"[""fl""]";1
2001-0436-VNM;"[""2001-0436-VNM""]";1;"[""ew""]";1
2001-0445-PHL;"[""2001-0445-PHL""]";1;"[""fl""]";1
2001-0434-YEM;"[""2001-0434-YEM""]";1;"[""ew""]";1
2001-0456-ECU;"[""2001-0456-ECU""]";1;"[""vo""]";1
2001-0501-IND;"[""2001-0501-IND""]";1;"[""ls""]";1
2001-0492-VNM;"[""2001-0436-VNM"", ""2001-0492-VNM""]";2;"[""ew"", ""fl""]";2
2001-0485-KHM;"[""2001-0485-KHM""]";1;"[""fl""]";1
2001-0773-USA;"[""2001-0770-USA"", ""2001-0773-USA""]";2;"[""hw"", ""ew""]";2
2001-0792-PHL;"[""2001-0792-PHL""]";1;"[""ew""]";1
2001-0549-GIN;"[""2001-0549-GIN""]";1;"[""fl""]";1
2001-0524-MLI;"[""2001-0524-MLI""]";1;"[""fl""]";1
2001-0505-MYS;"[""2001-0505-MYS""]";1;"[""fl""]";1
2001-0521-TCD;"[""2001-0521-TCD""]";1;"[""fl""]";1
2001-0515-IND;"[""2001-0465-IND"", ""2001-0515-IND""]";2;"[""fl"", ""fl""]";2
2001-0454-JPN;"[""2001-0454-JPN""]";1;"[""ew""]";1
2001-0735-MEX;"[""2001-0735-MEX""]";1;"[""ew""]";1
2001-0736-BLZ;"[""2001-0736-BLZ""]";1;"[""ew""]";1
2001-0483-MRT;"[""2001-0483-MRT""]";1;"[""fl""]";1
2001-0360-CHN;"[""2001-0385-CHN"", ""2001-0389-CHN"", ""2001-0768-CHN"", ""2001-0360-CHN""]";4;"[""ls"", ""eq"", ""ls"", ""fl""]";4
2001-0796-CHN;"[""2001-0796-CHN""]";1;"[""ew""]";1
2001-0530-TJK;"[""2001-0530-TJK""]";1;"[""fl""]";1
2001-0459-BGD;"[""2001-0459-BGD""]";1;"[""fl""]";1
2001-0528-THA;"[""2001-0528-THA""]";1;"[""fl""]";1
2001-0526-CHN;"[""2001-0526-CHN""]";1;"[""ew""]";1
2001-9498-LKA;"[""2001-9498-LKA""]";1;"[""dr""]";1
2001-9525-KHM;"[""2001-0485-KHM"", ""2001-9525-KHM""]";2;"[""fl"", ""dr""]";2
2001-0527-IND;"[""2001-0465-IND"", ""2001-0515-IND"", ""2001-0527-IND""]";3;"[""fl"", ""fl"", ""fl""]";3
2001-0739-HRV;"[""2001-0739-HRV""]";1;"[""fl""]";1
2001-0794-IND;"[""2001-0465-IND"", ""2001-0515-IND"", ""2001-0527-IND"", ""2001-0794-IND""]";4;"[""fl"", ""fl"", ""fl"", ""fl""]";4
2001-0511-JPN;"[""2001-0511-JPN""]";1;"[""ew""]";1
2001-0560-ZAF;"[""2001-0560-ZAF""]";1;"[""ew""]";1
2001-0536-ITA;"[""2001-0536-ITA""]";1;"[""fl""]";1
2001-0522-TWN;"[""2001-0522-TWN""]";1;"[""ew"", ""fl"", ""ls""]";3
2001-0561-SLV;"[""2001-0561-SLV""]";1;"[""fl""]";1
2001-0559-MEX;"[""2001-0559-MEX""]";1;"[""fl""]";1
2001-0534-CHN;"[""2001-0526-CHN"", ""2001-0534-CHN""]";2;"[""ew"", ""fl"", ""ls""]";3
2001-0541-RWA;"[""2001-0541-RWA""]";1;"[""fl""]";1
2001-0793-PHL;"[""2001-0793-PHL""]";1;"[""ew""]";1
2001-0566-USA;"[""2001-0566-USA""]";1;"[""ew""]";1
2001-0562-MEX;"[""2001-0562-MEX""]";1;"[""ew""]";1
2001-0540-CHN;"[""2001-0526-CHN"", ""2001-0534-CHN"", ""2001-0540-CHN""]";3;"[""ew"", ""fl"", ""ls"", ""ls""]";4
2001-0573-CHN;"[""2001-0573-CHN""]";1;"[""ls""]";1
2001-0544-BRA;"[""2001-0544-BRA""]";1;"[""ew""]";1
2001-0545-IRN;"[""2001-0545-IRN""]";1;"[""fl""]";1
2001-0584-IND;"[""2001-0584-IND""]";1;"[""ew""]";1
2001-0579-RUS;"[""2001-0579-RUS""]";1;"[""cw""]";1
2001-0713-LVA;"[""2001-0713-LVA""]";1;"[""cw""]";1
2001-0600-MYS;"[""2001-0600-MYS""]";1;"[""fl""]";1
2001-0582-ARG;"[""2001-0582-ARG""]";1;"[""fl""]";1
2001-0572-MEX;"[""2001-0572-MEX""]";1;"[""ew""]";1
2001-0570-DOM;"[""2001-0570-DOM""]";1;"[""ew""]";1
2001-0570-MEX;"[""2001-0570-MEX""]";1;"[""ew""]";1
2001-0563-BGD;"[""2001-0563-BGD""]";1;"[""ew""]";1
2001-0553-BLZ;"[""2001-0553-BLZ""]";1;"[""ew""]";1
2001-0570-GTM;"[""2001-0570-GTM""]";1;"[""ew""]";1
2001-0750-IRN;"[""2001-0750-IRN""]";1;"[""eq""]";1
2001-0596-PHL;"[""2001-0596-PHL""]";1;"[""fl""]";1
2001-0661-POL;"[""2001-0661-POL""]";1;"[""cw""]";1
2001-0564-USA;"[""2001-0564-USA""]";1;"[""ew""]";1
2001-0601-USA;"[""2001-0601-USA""]";1;"[""ew""]";1
2001-0602-USA;"[""2001-0602-USA""]";1;"[""ew""]";1
2001-0738-CRI;"[""2001-0738-CRI""]";1;"[""fl""]";1
2001-0587-VNM;"[""2001-0587-VNM""]";1;"[""fl""]";1
2001-0583-FRA;"[""2001-0583-FRA""]";1;"[""ew""]";1
2001-0645-GBR;"[""2001-0645-GBR""]";1;"[""fl""]";1
2001-0652-IDN;"[""2001-0652-IDN""]";1;"[""ls""]";1
2001-0598-CHN;"[""2001-0573-CHN"", ""2001-0598-CHN""]";2;"[""ls"", ""eq""]";2
2001-0604-PER;"[""2001-0604-PER""]";1;"[""ls""]";1
2001-0651-IDN;"[""2001-0652-IDN"", ""2001-0651-IDN""]";2;"[""ls"", ""ls""]";2
2001-0611-HTI;"[""2001-0611-HTI""]";1;"[""ew""]";1
2001-0611-CYM;"[""2001-0611-CYM""]";1;"[""ew""]";1
2001-0672-RWA;"[""2001-0672-RWA""]";1;"[""fl""]";1
2001-0649-MYS;"[""2001-0649-MYS""]";1;"[""fl""]";1
2001-0603-HND;"[""2001-0603-HND""]";1;"[""ew""]";1
2001-0611-NIC;"[""2001-0611-NIC""]";1;"[""ew""]";1
2001-0653-SOM;"[""2001-0653-SOM""]";1;"[""fl""]";1
2001-0753-GTM;"[""2001-0753-GTM""]";1;"[""cw""]";1
2001-0668-AFG;"[""2001-0668-AFG""]";1;"[""cw""]";1
2001-0650-UGA;"[""2001-0650-UGA""]";1;"[""ls""]";1
2001-0612-CUB;"[""2001-0612-CUB""]";1;"[""ew""]";1
2001-0654-VNM;"[""2001-0654-VNM""]";1;"[""fl""]";1
2001-0615-JAM;"[""2001-0615-JAM""]";1;"[""ew""]";1
2001-0614-PHL;"[""2001-0614-PHL""]";1;"[""ew"", ""fl"", ""ls""]";3
2001-0618-IND;"[""2001-0618-IND""]";1;"[""ls""]";1
2001-0671-BHS;"[""2001-0671-BHS""]";1;"[""ew""]";1
2001-0616-TUR;"[""2001-0616-TUR""]";1;"[""ls""]";1
2001-0621-ESP;"[""2001-0621-ESP""]";1;"[""ew""]";1
2001-0620-DZA;"[""2001-0620-DZA""]";1;"[""fl"", ""ls""]";2
2001-0624-VNM;"[""2001-0587-VNM"", ""2001-0624-VNM""]";2;"[""fl"", ""ew""]";2
2001-0724-USA;"[""2001-0724-USA""]";1;"[""fl""]";1
2001-0723-BRA;"[""2001-0723-BRA""]";1;"[""fl"", ""ls""]";2
2001-0632-SPI;"[""2001-0632-SPI""]";1;"[""fl""]";1
2001-0637-COL;"[""2001-0637-COL""]";1;"[""ls""]";1
2001-0642-GRC;"[""2001-0642-GRC""]";1;"[""fl"", ""ls""]";2
2001-0644-NER;"[""2001-0644-NER""]";1;"[""fl""]";1
2001-0691-LSO;"[""2001-0691-LSO""]";1;"[""ew""]";1
2001-0712-COL;"[""2001-0712-COL""]";1;"[""fl""]";1
2001-0734-BGD;"[""2001-0734-BGD""]";1;"[""cw""]";1
2001-0682-UGA;"[""2001-0682-UGA""]";1;"[""fl""]";1
2001-0714-LTU;"[""2001-0714-LTU""]";1;"[""cw""]";1
2001-0663-ROU;"[""2001-0663-ROU""]";1;"[""cw""]";1
2001-0686-HUN;"[""2001-0686-HUN""]";1;"[""cw""]";1
2001-0759-NOR;"[""2001-0759-NOR""]";1;"[""fl""]";1
2001-0692-MKD;"[""2001-0692-MKD""]";1;"[""cw""]";1
2001-0681-IND;"[""2001-0681-IND""]";1;"[""cw""]";1
2001-0665-TUR;"[""2001-0665-TUR""]";1;"[""fl""]";1
2001-0659-COK;"[""2001-0659-COK""]";1;"[""ew""]";1
2001-0751-PER;"[""2001-0751-PER""]";1;"[""eq""]";1
2001-0758-PHL;"[""2001-0758-PHL""]";1;"[""ew"", ""fl"", ""ls""]";3
2001-0673-CHE;"[""2001-0673-CHE""]";1;"[""cw""]";1
2001-0683-COD;"[""2001-0683-COD""]";1;"[""fl""]";1
2001-0689-TUR;"[""2001-0689-TUR""]";1;"[""cw""]";1
2001-0716-CHN;"[""2001-0716-CHN""]";1;"[""fl""]";1
2001-0715-IDN;"[""2001-0715-IDN""]";1;"[""fl""]";1
2001-0690-LSO;"[""2001-0690-LSO""]";1;"[""ew""]";1
2001-0693-MYS;"[""2001-0693-MYS""]";1;"[""fl""]";1
2001-0694-MAR;"[""2001-0694-MAR""]";1;"[""fl""]";1
2001-0696-BRA;"[""2001-0696-BRA""]";1;"[""fl"", ""ls""]";2
2001-0701-BGR;"[""2001-0701-BGR""]";1;"[""ew""]";1
