Events;No events;Hazards;No hazards;Total deaths;Total affected;Total damages;Time lag;Spatial overlap
['2016-0201-AUS'];1;"[""ew"", ""fl""]";2;5.0;;609679.0;182;1
['2016-0212-GHA'];1;"[""fl""]";1;10.0;;;182;1
['2016-0243-CAN'];1;"[""fl""]";1;;300.0;;182;1
['2016-0107-JPN', '2016-0121-JPN', '2016-0221-JPN'];3;"[""eq"", ""eq"", ""fl"", ""ls""]";4;65.0;425232.0;;182;1
['2016-0219-NER'];1;"[""fl""]";1;50.0;123266.0;;182;1
['2016-0287-BFA'];1;"[""fl""]";1;15.0;34893.0;;182;1
['2016-0203-USA'];1;"[""ew"", ""fl"", ""ls""]";3;25.0;2000.0;1219359.0;182;1
['2016-0211-BEL'];1;"[""ew"", ""fl""]";2;1.0;;;182;1
['2016-0482-ARM'];1;"[""ls""]";1;;750.0;;182;1
['2016-0301-LBR'];1;"[""fl""]";1;;15431.0;;182;1
['2016-0275-NPL'];1;"[""fl""]";1;25.0;10023.0;;182;1
['2016-0327-SSD'];1;"[""fl""]";1;;22000.0;;182;1
['2016-0449-SEN'];1;"[""fl""]";1;5.0;10646.0;;182;1
['2016-0191-TJK', '2016-0251-TJK'];2;"[""fl"", ""ls"", ""eq""]";3;;12905.0;;182;1
['2016-9249-PRY'];1;"[""dr""]";1;;;;182;1
['2016-0189-MMR', '2016-0224-MMR', '2016-0232-MMR', '2016-0369-MMR'];4;"[""ew"", ""ls"", ""fl"", ""fl""]";4;79.0;940186.0;;182;1
['2015-0571-PAK', '2016-0553-PAK', '2016-0100-PAK', '2016-0229-PAK', '2016-0240-PAK'];5;"[""eq"", ""fl"", ""ls"", ""eq"", ""ew"", ""fl""]";6;230.0;5240.0;;182;1
['2016-0256-PHL'];1;"[""ew""]";1;2.0;3359.0;;182;1
['2016-0133-IND', '2016-0234-IND', '2016-0237-IND', '2016-0276-IND'];4;"[""hw"", ""ew"", ""ew"", ""fl""]";4;588.0;;;182;1
['2016-0256-TWN'];1;"[""ew""]";1;3.0;300.0;;182;1
['2016-0306-IDN'];1;"[""fl""]";1;;1354.0;;182;1
['2016-0272-MLI'];1;"[""fl""]";1;13.0;9500.0;;182;1
['2016-0133-IND', '2016-0234-IND', '2016-0237-IND', '2016-0271-IND'];4;"[""hw"", ""ew"", ""ew"", ""fl""]";4;658.0;;;182;1
['2016-0307-MYS'];1;"[""fl""]";1;;441.0;;182;1
['2016-0257-CHN'];1;"[""fl""]";1;289.0;375000.0;5487114.0;182;1
['2016-0288-BGD'];1;"[""fl""]";1;106.0;1900000.0;182904.0;182;1
['2016-0309-AFG'];1;"[""fl""]";1;17.0;;;182;1
['2016-0531-PRK'];1;"[""fl""]";1;14.0;;;182;1
['2016-0305-ZAF'];1;"[""fl""]";1;7.0;6900.0;219485.0;182;1
['2016-0267-NPL'];1;"[""fl"", ""ls""]";2;138.0;10551.0;18290.0;182;1
['2016-0268-VNM'];1;"[""ew""]";1;1.0;191750.0;232897.0;182;1
['2016-0139-IND', '2016-0239-IND', '2016-0554-IND', '2016-0267-IND'];4;"[""fl"", ""ls"", ""fl"", ""fl"", ""fl""]";5;163.0;;;182;1
['2016-0371-PHL'];1;"[""ew"", ""ls""]";2;;8809.0;;182;1
['2016-0304-IND'];1;"[""fl""]";1;37.0;3000.0;;182;1
['2016-0458-IDN'];1;"[""eq""]";1;;3410.0;;182;1
['2016-0371-VNM'];1;"[""ew"", ""fl""]";2;25.0;182500.0;175588.0;182;1
['2016-0284-BLZ'];1;"[""ew""]";1;;10355.0;;182;1
['2016-0282-MKD'];1;"[""fl"", ""ls"", ""ew""]";3;22.0;33582.0;60968.0;182;1
['2016-0284-MEX'];1;"[""ew"", ""ls"", ""fl""]";3;54.0;11000.0;;182;1
['2016-0538-JPN'];1;"[""hw""]";1;3.0;490.0;;182;1
['2016-0284-HND'];1;"[""ew""]";1;1.0;151.0;;182;1
['2016-0284-GTM'];1;"[""ew""]";1;;55.0;;182;1
['2016-0377-PHL'];1;"[""fl""]";1;26.0;1263098.0;11364.0;182;1
['2015-0531-USA', '2016-0012-USA', '2016-0085-USA', '2016-0124-USA', '2016-0550-USA', '2016-0170-USA', '2016-0292-USA'];7;"[""ew"", ""fl"", ""ew"", ""fl"", ""ls"", ""ew"", ""fl"", ""fl"", ""ew"", ""ew"", ""fl"", ""fl""]";12;;;;182;1
['2016-0316-LAO'];1;"[""fl""]";1;5.0;26328.0;61.0;182;1
['2016-0573-VNM'];1;"[""fl"", ""ls""]";2;8.0;509.0;;182;1
['2016-0336-NGA'];1;"[""ew"", ""fl"", ""ls""]";3;28.0;1000.0;;182;1
['2016-0378-THA'];1;"[""fl""]";1;3.0;22500.0;;182;1
['2016-0445-PHL'];1;"[""fl""]";1;19.0;1300000.0;;182;1
['2016-0379-VNM'];1;"[""ew"", ""fl"", ""ls""]";3;11.0;11090.0;191.0;182;1
['2016-0313-ITA'];1;"[""eq""]";1;296.0;4854.0;6096793.0;182;1
['2016-0189-MMR', '2016-0224-MMR', '2016-0232-MMR', '2016-0383-MMR'];4;"[""ew"", ""ls"", ""fl"", ""eq""]";4;78.0;466778.0;;182;1
['2016-0375-PAK', '2016-0554-PAK', '2016-0387-PAK'];3;"[""fl"", ""ls"", ""fl"", ""ls"", ""fl""]";5;64.0;;;182;1
['2016-0321-PRK'];1;"[""fl""]";1;538.0;667715.0;74381.0;182;1
['2016-0544-IRN'];1;"[""ew"", ""fl""]";2;4.0;2000.0;;182;1
['2016-0337-NGA'];1;"[""fl""]";1;18.0;12000.0;;182;1
['2016-0324-JPN'];1;"[""ew"", ""fl""]";2;22.0;;;182;1
['2016-0334-GRC'];1;"[""fl""]";1;4.0;200.0;68284.0;182;1
['2016-0318-GTM'];1;"[""ls""]";1;10.0;46.0;;182;1
['2016-0319-MEX'];1;"[""ew"", ""fl""]";2;11.0;10500.0;60968.0;182;1
['2016-0428-AUS'];1;"[""fl""]";1;1.0;280.0;30484.0;182;1
['2016-0329-UGA'];1;"[""eq""]";1;4.0;590.0;;182;1
['2016-0329-TZA'];1;"[""eq""]";1;17.0;139601.0;558466.0;182;1
['2016-0335-MKD'];1;"[""eq""]";1;;100.0;12194.0;182;1
['2016-0341-KOR'];1;"[""eq""]";1;;29832.0;25607.0;182;1
['2016-0325-MEX', '2016-0332-MEX'];2;"[""fl"", ""ls"", ""fl""]";3;16.0;12000.0;;182;1
['2016-0342-TWN'];1;"[""ew"", ""fl""]";2;;;85355.0;182;1
['2013-0116-CHN', '2013-0201-CHN', '2013-0259-CHN', '2013-0245-CHN', '2013-0341-CHN', '2013-0272-CHN', '2013-0314-CHN', '2013-0433-CHN', '2013-0554-CHN', '2013-0555-CHN', '2014-0129-CHN', '2014-0132-CHN', '2014-0549-CHN', '2014-0173-CHN', '2014-0180-CHN', '2014-0177-CHN', '2014-0212-CHN', '2014-0550-CHN', '2014-0213-CHN', '2014-0217-CHN', '2014-0266-CHN', '2014-0406-CHN', '2014-0281-CHN', '2014-0555-CHN', '2014-0321-CHN', '2014-0337-CHN', '2014-0344-CHN', '2014-0292-CHN', '2014-0389-CHN', '2014-0449-CHN', '2014-0464-CHN', '2014-0544-CHN', '2015-0125-CHN', '2015-0105-CHN', '2015-0160-CHN', '2015-0185-CHN', '2015-0219-CHN', '2015-0247-CHN', '2015-0248-CHN', '2015-0278-CHN', '2015-0244-CHN', '2015-0395-CHN', '2015-0339-CHN', '2015-0397-CHN', '2015-0457-CHN', '2015-0458-CHN', '2015-0533-CHN', '2015-0510-CHN', '2016-0038-CHN', '2016-0137-CHN', '2016-0162-CHN', '2016-0536-CHN', '2016-0194-CHN', '2016-0198-CHN', '2016-0233-CHN', '2016-0236-CHN', '2016-0238-CHN', '2016-0241-CHN', '2016-0250-CHN', '2016-0256-CHN', '2016-0373-CHN', '2016-0342-CHN'];62;"[""eq"", ""fl"", ""fl"", ""ls"", ""ew"", ""fl"", ""ew"", ""fl"", ""eq"", ""ls"", ""ew"", ""fl"", ""eq"", ""eq"", ""ew"", ""fl"", ""eq"", ""fl"", ""eq"", ""fl"", ""fl"", ""ew"", ""fl"", ""fl"", ""fl"", ""ls"", ""fl"", ""ls"", ""eq"", ""ls"", ""ew"", ""fl"", ""ls"", ""ls"", ""fl"", ""ew"", ""fl"", ""ls"", ""fl"", ""ls"", ""eq"", ""eq"", ""eq"", ""eq"", ""ew"", ""fl"", ""ew"", ""fl"", ""ls"", ""fl"", ""fl"", ""fl"", ""ew"", ""ls"", ""ew"", ""ew"", ""fl"", ""ew"", ""fl"", ""fl"", ""ls"", ""fl"", ""ew"", ""ls"", ""ew"", ""fl"", ""ls"", ""fl"", ""fl"", ""ls"", ""ew"", ""ls"", ""fl"", ""eq"", ""fl"", ""fl"", ""fl"", ""fl"", ""fl"", ""fl"", ""ls"", ""ls"", ""ew"", ""fl"", ""ew"", ""ew"", ""fl""]";87;;;;182;1
['2016-0342-PHL'];1;"[""ew""]";1;;16648.0;5991.0;182;1
['2013-0116-CHN', '2013-0201-CHN', '2013-0259-CHN', '2013-0245-CHN', '2013-0341-CHN', '2013-0272-CHN', '2013-0314-CHN', '2013-0433-CHN', '2013-0554-CHN', '2013-0555-CHN', '2014-0129-CHN', '2014-0132-CHN', '2014-0549-CHN', '2014-0173-CHN', '2014-0180-CHN', '2014-0177-CHN', '2014-0212-CHN', '2014-0550-CHN', '2014-0213-CHN', '2014-0217-CHN', '2014-0266-CHN', '2014-0406-CHN', '2014-0281-CHN', '2014-0555-CHN', '2014-0321-CHN', '2014-0337-CHN', '2014-0344-CHN', '2014-0292-CHN', '2014-0389-CHN', '2014-0449-CHN', '2014-0464-CHN', '2014-0544-CHN', '2015-0125-CHN', '2015-0105-CHN', '2015-0160-CHN', '2015-0185-CHN', '2015-0219-CHN', '2015-0247-CHN', '2015-0248-CHN', '2015-0278-CHN', '2015-0244-CHN', '2015-0395-CHN', '2015-0339-CHN', '2015-0397-CHN', '2015-0457-CHN', '2015-0458-CHN', '2015-0533-CHN', '2015-0510-CHN', '2016-0038-CHN', '2016-0137-CHN', '2016-0162-CHN', '2016-0536-CHN', '2016-0194-CHN', '2016-0198-CHN', '2016-0233-CHN', '2016-0236-CHN', '2016-0238-CHN', '2016-0241-CHN', '2016-0250-CHN', '2016-0256-CHN', '2016-0373-CHN', '2016-0376-CHN', '2016-0389-CHN'];63;"[""eq"", ""fl"", ""fl"", ""ls"", ""ew"", ""fl"", ""ew"", ""fl"", ""eq"", ""ls"", ""ew"", ""fl"", ""eq"", ""eq"", ""ew"", ""fl"", ""eq"", ""fl"", ""eq"", ""fl"", ""fl"", ""ew"", ""fl"", ""fl"", ""fl"", ""ls"", ""fl"", ""ls"", ""eq"", ""ls"", ""ew"", ""fl"", ""ls"", ""ls"", ""fl"", ""ew"", ""fl"", ""ls"", ""fl"", ""ls"", ""eq"", ""eq"", ""eq"", ""eq"", ""ew"", ""fl"", ""ew"", ""fl"", ""ls"", ""fl"", ""fl"", ""fl"", ""ew"", ""ls"", ""ew"", ""ew"", ""fl"", ""ew"", ""fl"", ""fl"", ""ls"", ""fl"", ""ew"", ""ls"", ""ew"", ""fl"", ""ls"", ""fl"", ""fl"", ""ls"", ""ew"", ""ls"", ""fl"", ""eq"", ""fl"", ""fl"", ""fl"", ""fl"", ""fl"", ""fl"", ""ls"", ""ls"", ""ew"", ""fl"", ""ew"", ""fl"", ""fl""]";87;;;;182;1
['2016-0331-USA'];1;"[""fl"", ""ls""]";2;1.0;;670647.0;182;1
['2016-0390-JPN'];1;"[""ew"", ""fl""]";2;1.0;6000.0;;182;1
['2016-0350-TWN'];1;"[""ew"", ""ls""]";2;7.0;160.0;134129.0;182;1
['2016-0355-JAM'];1;"[""ew""]";1;;125000.0;;182;1
['2016-0350-CHN'];1;"[""ew"", ""ls""]";2;35.0;36000.0;1012068.0;182;1
['2016-0355-BHS'];1;"[""ew"", ""fl""]";2;;;731615.0;182;1
['2016-0355-CUB'];1;"[""ew""]";1;;190000.0;3170332.0;182;1
['2016-0355-VCT'];1;"[""ew""]";1;1.0;;;182;1
['2016-0126-HTI', '2016-0355-HTI'];2;"[""fl"", ""ls"", ""ew""]";3;552.0;2122509.0;;182;1
['2016-0355-LCA'];1;"[""ew"", ""fl""]";2;;25000.0;;182;1
['2016-0490-PHL'];1;"[""ew"", ""fl""]";2;;1559.0;;182;1
['2016-0352-CIV'];1;"[""fl""]";1;20.0;;;182;1
['2016-0333-MEX'];1;"[""fl""]";1;5.0;3000.0;30484.0;182;1
['2016-9529-LKA'];1;"[""dr""]";1;;900000.0;24387.0;182;1
['2016-0355-DOM'];1;"[""ew""]";1;6.0;48.0;;182;1
['2016-0382-JPN', '2016-0361-JPN'];2;"[""ew"", ""ls"", ""ew""]";3;;;;182;1
['2016-0361-KOR'];1;"[""ew"", ""fl"", ""ls""]";3;9.0;1500.0;153639.0;182;1
['2016-0360-THA'];1;"[""fl""]";1;4.0;204000.0;146323.0;182;1
['2016-0426-ROU'];1;"[""fl""]";1;1.0;300.0;;182;1
['2016-0400-VNM'];1;"[""fl""]";1;35.0;659615.0;127155.0;182;1
['2016-0427-UKR'];1;"[""fl"", ""ew""]";2;3.0;200.0;;182;1
['2016-0362-VNM'];1;"[""ew"", ""fl""]";2;34.0;610000.0;426776.0;182;1
['2016-0363-PHL'];1;"[""ew""]";1;;52270.0;14010.0;182;1
['2016-0356-HND'];1;"[""fl"", ""ls""]";2;6.0;450000.0;;182;1
['2016-0364-PHL'];1;"[""ew""]";1;8.0;981154.0;61809.0;182;1
['2013-0116-CHN', '2013-0201-CHN', '2013-0259-CHN', '2013-0245-CHN', '2013-0341-CHN', '2013-0272-CHN', '2013-0314-CHN', '2013-0433-CHN', '2013-0554-CHN', '2013-0555-CHN', '2014-0129-CHN', '2014-0132-CHN', '2014-0549-CHN', '2014-0173-CHN', '2014-0180-CHN', '2014-0177-CHN', '2014-0212-CHN', '2014-0550-CHN', '2014-0213-CHN', '2014-0217-CHN', '2014-0266-CHN', '2014-0406-CHN', '2014-0281-CHN', '2014-0555-CHN', '2014-0321-CHN', '2014-0337-CHN', '2014-0344-CHN', '2014-0292-CHN', '2014-0389-CHN', '2014-0449-CHN', '2014-0464-CHN', '2014-0544-CHN', '2015-0125-CHN', '2015-0105-CHN', '2015-0160-CHN', '2015-0185-CHN', '2015-0219-CHN', '2015-0247-CHN', '2015-0248-CHN', '2015-0278-CHN', '2015-0244-CHN', '2015-0395-CHN', '2015-0339-CHN', '2015-0397-CHN', '2015-0457-CHN', '2015-0458-CHN', '2015-0533-CHN', '2015-0510-CHN', '2016-0038-CHN', '2016-0137-CHN', '2016-0162-CHN', '2016-0536-CHN', '2016-0194-CHN', '2016-0233-CHN', '2016-0371-CHN', '2016-0379-CHN', '2016-0363-CHN', '2016-0364-CHN'];58;"[""eq"", ""fl"", ""fl"", ""ls"", ""ew"", ""fl"", ""ew"", ""fl"", ""eq"", ""ls"", ""ew"", ""fl"", ""eq"", ""eq"", ""ew"", ""fl"", ""eq"", ""fl"", ""eq"", ""fl"", ""fl"", ""ew"", ""fl"", ""fl"", ""fl"", ""ls"", ""fl"", ""ls"", ""eq"", ""ls"", ""ew"", ""fl"", ""ls"", ""ls"", ""fl"", ""ew"", ""fl"", ""ls"", ""fl"", ""ls"", ""eq"", ""eq"", ""eq"", ""eq"", ""ew"", ""fl"", ""ew"", ""fl"", ""ls"", ""fl"", ""fl"", ""fl"", ""ew"", ""ls"", ""ew"", ""ew"", ""fl"", ""ew"", ""fl"", ""fl"", ""ls"", ""fl"", ""ew"", ""ls"", ""ew"", ""fl"", ""ls"", ""fl"", ""fl"", ""ls"", ""ew"", ""ls"", ""fl"", ""eq"", ""fl"", ""fl"", ""ew"", ""ew"", ""ew"", ""ew""]";80;;;;182;1
['2016-0492-JPN'];1;"[""eq""]";1;;493.0;121936.0;182;1
['2016-0425-IDN'];1;"[""fl"", ""ls""]";2;2.0;4500.0;;182;1
['2016-0359-EGY'];1;"[""ew"", ""fl""]";2;26.0;32572.0;30484.0;182;1
['2016-0358-ITA'];1;"[""eq""]";1;;22292.0;243872.0;182;1
['2016-0517-VNM'];1;"[""fl""]";1;21.0;206340.0;26826.0;182;1
['2016-0418-HTI'];1;"[""fl"", ""ls""]";2;13.0;2782.0;;182;1
['2016-0446-SRB'];1;"[""fl""]";1;;1655.0;;182;1
['2016-0423-DOM'];1;"[""fl"", ""ls""]";2;15.0;2792000.0;;182;1
['2016-0420-ALB'];1;"[""fl""]";1;2.0;4500.0;;182;1
['2016-0451-COD'];1;"[""fl"", ""ew""]";2;;2635.0;;182;1
['2016-0478-ZAF'];1;"[""fl""]";1;6.0;600.0;121936.0;182;1
['2016-0395-NZL'];1;"[""ts"", ""ts"", ""ls""]";3;2.0;50.0;4755498.0;182;1
['2016-0433-NIC'];1;"[""ew""]";1;;10570.0;;182;1
['2016-0433-PAN'];1;"[""ew"", ""fl"", ""ls""]";3;7.0;12000.0;;182;1
['2016-0453-ITA'];1;"[""fl""]";1;2.0;400.0;121936.0;182;1
['2016-0433-CRI'];1;"[""ew"", ""fl""]";2;9.0;50000.0;;182;1
['2016-0456-PHL'];1;"[""ew"", ""ls""]";2;;14309.0;;182;1
['2016-0522-BOL'];1;"[""fl"", ""ls""]";2;4.0;5300.0;;182;1
['2016-0522-VEN'];1;"[""fl""]";1;;;;182;1
['2016-0481-SAU'];1;"[""ew"", ""fl""]";2;3.0;122.0;60968.0;182;1
['2016-0494-VCT'];1;"[""fl"", ""ls""]";2;;25000.0;7926.0;182;1
['2016-0525-IDN'];1;"[""fl"", ""ls""]";2;10.0;105000.0;12194.0;182;1
['2016-0464-PER'];1;"[""eq""]";1;1.0;257.0;;182;1
['2016-0475-IDN'];1;"[""eq""]";1;104.0;86018.0;121936.0;182;1
['2016-0483-SLB'];1;"[""eq"", ""ts""]";2;;9770.0;;182;1
['2016-0235-CHN', '2016-0209-CHN', '2016-0255-CHN', '2016-0480-CHN', '2016-0526-CHN'];5;"[""ew"", ""ew"", ""ls"", ""eq"", ""eq""]";5;;;;182;1
['2016-0523-ZWE'];1;"[""ew"", ""fl""]";2;31.0;2000.0;;182;1
['2016-0497-VNM'];1;"[""fl""]";1;27.0;562121.0;42678.0;182;1
['2015-0531-USA', '2016-0012-USA', '2016-0085-USA', '2016-0124-USA', '2016-0550-USA', '2016-0170-USA', '2016-0183-USA', '2016-0493-USA', '2016-0521-USA'];9;"[""ew"", ""fl"", ""ew"", ""fl"", ""ls"", ""ew"", ""fl"", ""fl"", ""ew"", ""ew"", ""fl"", ""fl"", ""ew"", ""eq"", ""ew"", ""cw""]";16;;;;182;1
['2016-0496-ESP'];1;"[""fl""]";1;5.0;150.0;60968.0;182;1
['2016-0527-IDN'];1;"[""fl"", ""ls""]";2;;105753.0;90233.0;182;1
['2016-0503-PHL'];1;"[""ew""]";1;24.0;1893404.0;126400.0;182;1
['2016-0507-COD'];1;"[""fl""]";1;50.0;10000.0;;182;1
['2017-0094-CAF'];1;"[""ew""]";1;;3690.0;;182;1
['2017-9273-PRK'];1;"[""dr""]";1;;;;182;1
['2016-0472-THA', '2017-0006-THA'];2;"[""fl"", ""fl""]";2;110.0;2382343.0;1224410.0;182;1
['2017-0106-NAM'];1;"[""fl""]";1;;2502.0;;182;1
['2017-0091-ZWE'];1;"[""ew"", ""ls"", ""fl""]";3;251.0;113023.0;225652.0;182;1
['2017-0227-HND'];1;"[""fl""]";1;7.0;400.0;;182;1
['2016-0054-PER', '2016-0298-PER', '2017-0036-PER'];3;"[""fl"", ""ls"", ""eq"", ""fl"", ""ls""]";5;21.0;397182.0;;182;1
['2017-0032-MAR'];1;"[""cw""]";1;;900000.0;;182;1
['2017-0028-PHL'];1;"[""fl"", ""ls""]";2;9.0;1500000.0;9671.0;182;1
['2016-0375-PAK', '2016-0554-PAK', '2017-0045-PAK'];3;"[""fl"", ""ls"", ""fl"", ""ls"", ""fl""]";5;67.0;66510.0;;182;1
['2017-0022-USA'];1;"[""ew""]";1;24.0;200.0;1313319.0;182;1
['2017-0049-PYF'];1;"[""fl""]";1;;5004.0;2388.0;182;1
['2016-0489-MYS', '2016-0516-MYS', '2017-0224-MYS'];3;"[""fl"", ""fl"", ""fl""]";3;;30881.0;;182;1
['2017-0038-AFG'];1;"[""ew"", ""cw"", ""ls""]";3;31.0;;;182;1
['2017-0046-IND'];1;"[""ls""]";1;28.0;;;182;1
['2017-0226-PHL'];1;"[""fl""]";1;13.0;334000.0;;182;1
['2017-0052-PER'];1;"[""fl""]";1;1.0;12000.0;;182;1
['2016-0094-IDN', '2016-0216-IDN', '2016-0345-IDN', '2016-0479-IDN', '2017-0068-IDN'];5;"[""fl"", ""ls"", ""ls"", ""fl"", ""fl"", ""ls"", ""fl"", ""ls"", ""ls""]";9;137.0;;;182;1
['2017-0050-PHL'];1;"[""eq""]";1;8.0;16857.0;16684.0;182;1
['2016-0529-MOZ', '2017-0051-MOZ'];2;"[""fl"", ""ls"", ""ew"", ""fl""]";4;54.0;915102.0;;182;1
['2017-0079-BWA'];1;"[""fl""]";1;;3250.0;;182;1
['2017-0039-USA', '2017-0062-USA', '2017-0058-USA'];3;"[""ew"", ""fl"", ""ls"", ""ew"", ""ls"", ""fl"", ""fl""]";7;;;;182;1
['2017-0223-COL'];1;"[""fl""]";1;1.0;2000.0;;182;1
['2017-0055-CHL'];1;"[""fl"", ""ls""]";2;3.0;1200.0;2388.0;182;1
['2017-0054-MAR'];1;"[""cw""]";1;;750000.0;;182;1
['2017-9550-USA'];1;"[""dr""]";1;;;2984816.0;182;1
['2017-0111-IDN'];1;"[""fl"", ""ls""]";2;8.0;17410.0;22685.0;182;1
['2017-0562-AUS'];1;"[""ew""]";1;;6000.0;585024.0;182;1
['2017-0086-FRA'];1;"[""ew""]";1;2.0;11.0;656660.0;182;1
['2017-0075-MDG'];1;"[""ew"", ""fl""]";2;81.0;434253.0;23879.0;182;1
['2016-0355-USA', '2017-0108-USA'];2;"[""ew"", ""fl"", ""ew""]";3;60.0;;13387512.0;182;1
['2017-0084-PER'];1;"[""fl"", ""ls""]";2;184.0;1800505.0;3701172.0;182;1
['2017-0080-BDI'];1;"[""ls"", ""fl""]";2;6.0;810.0;;182;1
['2017-0083-GHA'];1;"[""ew""]";1;20.0;12.0;;182;1
['2017-0109-AGO'];1;"[""fl""]";1;11.0;30250.0;2388.0;182;1
['2017-0105-AUS'];1;"[""ew"", ""fl""]";2;12.0;45000.0;3223601.0;182;1
['2017-0138-BGD'];1;"[""fl""]";1;;86025.0;152823.0;182;1
['2017-0090-COL'];1;"[""ls""]";1;329.0;45360.0;119393.0;182;1
['2016-0094-IDN', '2016-0216-IDN', '2016-0479-IDN', '2017-0102-IDN'];4;"[""fl"", ""ls"", ""ls"", ""fl"", ""fl"", ""ls""]";6;100.0;;;182;1
['2017-9206-CHN'];1;"[""dr""]";1;;2000000.0;145659.0;182;1
['2017-0306-GHA'];1;"[""fl""]";1;;1000000.0;;182;1
['2017-0087-RWA'];1;"[""ew""]";1;;679.0;;182;1
['2017-0031-ARG', '2017-0104-ARG', '2017-0221-ARG'];3;"[""ls"", ""fl"", ""fl""]";3;;51443.0;;182;1
['2017-0222-NZL'];1;"[""fl"", ""ls""]";2;;2200.0;84769.0;182;1
['2017-0140-PHL'];1;"[""eq"", ""ls""]";2;;25000.0;2388.0;182;1
['2017-0220-KAZ'];1;"[""fl""]";1;;7000.0;;182;1
['2017-0096-IRN'];1;"[""fl"", ""ls""]";2;42.0;;421456.0;182;1
['2017-0142-PHL'];1;"[""ew""]";1;10.0;860.0;2388.0;182;1
['2016-0533-COL', '2016-0522-COL', '2017-0225-COL', '2017-0215-COL', '2017-0119-COL'];5;"[""fl"", ""fl"", ""ls"", ""fl"", ""fl"", ""ls"", ""ew"", ""ls""]";8;;31445.0;;182;1
['2017-0123-MWI'];1;"[""fl""]";1;;55921.0;;182;1
['2017-0137-HTI'];1;"[""ew""]";1;;;;182;1
['2017-0137-DOM'];1;"[""ew""]";1;;10287.0;;182;1
['2017-0137-JAM'];1;"[""ew""]";1;;5000.0;;182;1
['2017-0146-KGZ'];1;"[""ls""]";1;24.0;55.0;;182;1
['2016-0094-IDN', '2016-0216-IDN', '2016-0479-IDN', '2017-0147-IDN'];4;"[""fl"", ""ls"", ""ls"", ""fl"", ""fl"", ""fl""]";6;84.0;;;182;1
['2017-9211-ZAF'];1;"[""dr""]";1;;;1432712.0;182;1
['2017-0451-KGZ'];1;"[""eq""]";1;;5000.0;;182;1
['2017-0126-CAN'];1;"[""fl""]";1;2.0;16113.0;238785.0;182;1
['2017-0231-VUT'];1;"[""ew""]";1;;2564.0;;182;1
['2017-0205-TZA'];1;"[""fl""]";1;7.0;;;182;1
['2017-0205-KEN'];1;"[""fl""]";1;26.0;25000.0;;182;1
['2017-0232-RUS'];1;"[""fl""]";1;;15721.0;;182;1
['2017-0218-CHL'];1;"[""fl""]";1;2.0;3000.0;;182;1
['2016-0094-IDN', '2016-0216-IDN', '2016-0479-IDN', '2017-0059-IDN', '2017-0206-IDN'];5;"[""fl"", ""ls"", ""ls"", ""fl"", ""fl"", ""fl"", ""fl"", ""ls""]";8;81.0;;;182;1
['2017-0204-IRN'];1;"[""eq""]";1;3.0;2262.0;2388.0;182;1
['2017-0217-ZAF'];1;"[""fl""]";1;3.0;200.0;;182;1
['2017-0209-HTI'];1;"[""fl""]";1;26.0;342.0;;182;1
['2017-0216-GUY'];1;"[""fl""]";1;;3274.0;;182;1
['2017-0153-LKA'];1;"[""fl"", ""ls""]";2;293.0;879932.0;464437.0;182;1
['2017-0202-BRA'];1;"[""fl"", ""ls""]";2;14.0;104140.0;119393.0;182;1
['2017-0569-IND'];1;"[""ew""]";1;29.0;1250.0;;182;1
['2017-0195-URY'];1;"[""fl""]";1;;6639.0;;182;1
['2017-0195-ARG'];1;"[""fl""]";1;;3000.0;;182;1
['2017-0152-BGD'];1;"[""ew""]";1;7.0;3300012.0;;182;1
['2017-0169-TWN'];1;"[""fl"", ""ls""]";2;5.0;4074.0;33549.0;182;1
['2017-0257-IND'];1;"[""fl""]";1;31.0;;;182;1
['2017-0294-IND'];1;"[""fl""]";1;284.0;520000.0;298482.0;182;1
['2017-0177-IDN'];1;"[""fl""]";1;4.0;282420.0;;182;1
['2017-0152-MMR'];1;"[""ew""]";1;;107520.0;;182;1
['2017-0168-MEX'];1;"[""ew"", ""fl"", ""ls""]";3;6.0;600.0;;182;1
['2017-0196-HND'];1;"[""fl"", ""ls""]";2;3.0;645.0;;182;1
['2017-0196-GTM'];1;"[""fl""]";1;1.0;160.0;;182;1
['2017-0145-PAK', '2017-0181-PAK'];2;"[""ew"", ""fl"", ""ls"", ""ew""]";4;26.0;;;182;1
['2017-0184-CIV'];1;"[""fl"", ""ew"", ""ls""]";3;15.0;225.0;;182;1
['2017-0174-BGD'];1;"[""ls"", ""ls""]";2;160.0;80187.0;;182;1
['2017-0182-GRC'];1;"[""eq"", ""ls""]";2;1.0;731.0;;182;1
['2017-0186-NER'];1;"[""fl""]";1;16.0;3000.0;;182;1
['2017-0320-FRA'];1;"[""fl""]";1;1.0;160.0;;182;1
['2017-0185-CHL'];1;"[""fl"", ""ls""]";2;4.0;3024.0;;182;1
['2017-0230-HUN'];1;"[""ew"", ""fl""]";2;;1298.0;;182;1
['2017-0565-DEU'];1;"[""ew""]";1;2.0;;883506.0;182;1
['2017-0289-IND'];1;"[""fl""]";1;75.0;1735000.0;;182;1
['2017-0243-PAK'];1;"[""fl"", ""ls""]";2;167.0;2367.0;131332.0;182;1
['2017-0034-TJK', '2017-0251-TJK'];2;"[""ls"", ""fl"", ""ew"", ""ls""]";4;;;;182;1
