Events;No events;Hazards;No hazards;Total deaths;Total affected;Total damages;Time lag;Spatial overlap
['2005-0530-USA'];1;"[""ew""]";1;;201.0;;182;1
['2005-0519-MDA'];1;"[""fl""]";1;;6500.0;11617.0;182;1
['2005-0518-PNG'];1;"[""fl""]";1;1.0;2493.0;;182;1
['2005-0473-SVN'];1;"[""fl""]";1;;;7493.0;182;1
['2005-0444-CMR'];1;"[""fl""]";1;2.0;;;182;1
['2005-0472-ETH'];1;"[""fl""]";1;;7000.0;;182;1
['2005-0448-SEN'];1;"[""fl""]";1;;50000.0;;182;1
['2005-0737-YEM'];1;"[""fl""]";1;12.0;6.0;;182;1
['2005-0524-MEX', '2005-0470-MEX'];2;"[""ew"", ""fl"", ""fl"", ""ls""]";4;32.0;25000.0;;182;1
['2005-0364-DEU', '2005-0451-DEU'];2;"[""fl"", ""fl""]";2;;;;182;1
['2005-0451-AUT'];1;"[""fl""]";1;4.0;;1048987.0;182;1
['2005-0451-CHE'];1;"[""fl""]";1;6.0;2500.0;3146960.0;182;1
['2005-0456-URY'];1;"[""ew""]";1;7.0;12.0;;182;1
['2005-0457-IND'];1;"[""ls""]";1;12.0;20.0;;182;1
['2005-0464-JPN'];1;"[""ew"", ""ls"", ""fl""]";3;3.0;94.0;;182;1
['2005-0468-CHL'];1;"[""fl""]";1;;548.0;;182;1
['2005-0818-ETH'];1;"[""vo""]";1;;9000.0;;182;1
['2005-0419-TWN', '2005-0492-TWN'];2;"[""ew"", ""fl"", ""ew""]";3;;;58444.0;182;1
['2005-0202-IDN', '2005-0487-IDN'];2;"[""vo"", ""ls""]";2;;26010.0;;182;1
['2005-0516-FRA'];1;"[""fl"", ""ls""]";2;1.0;3000.0;;182;1
['2005-0822-VNM'];1;"[""fl""]";1;39.0;30000.0;;182;1
['2005-0497-KOR'];1;"[""ew""]";1;5.0;1100.0;7493.0;182;1
['2005-0822-KHM'];1;"[""fl""]";1;16.0;;;182;1
['2005-0512-BEL'];1;"[""fl"", ""ls""]";2;;210.0;;182;1
['2005-0730-CHN', '2005-0344-CHN', '2005-0339-CHN', '2005-0381-CHN', '2005-0510-CHN'];5;"[""fl"", ""ls"", ""fl"", ""ls"", ""hw"", ""ew"", ""fl"", ""ew"", ""fl"", ""ls""]";10;;19713208.0;;182;1
['2005-0511-AFG'];1;"[""fl""]";1;12.0;;;182;1
['2005-0533-MMR'];1;"[""ls"", ""fl""]";2;17.0;16.0;;182;1
['2005-0540-PHL'];1;"[""ew"", ""ls"", ""fl""]";3;16.0;20000.0;2997.0;182;1
['2005-0291-IND', '2005-0323-IND', '2005-0398-IND', '2005-0471-IND', '2005-0539-IND'];5;"[""ew"", ""hw"", ""fl"", ""fl"", ""ls"", ""fl"", ""ls""]";7;452.0;;;182;1
['2005-0550-CRI'];1;"[""fl"", ""ls""]";2;1.0;855.0;;182;1
['2005-0291-IND', '2005-0323-IND', '2005-0537-IND'];3;"[""ew"", ""hw"", ""ew""]";3;373.0;;;182;1
['2005-0537-BGD'];1;"[""ew""]";1;16.0;12000.0;;182;1
['2005-0552-MLI'];1;"[""fl""]";1;;1735.0;;182;1
['2005-0545-BGR'];1;"[""fl""]";1;2.0;;;182;1
['2005-0545-ROU'];1;"[""fl""]";1;10.0;30800.0;;182;1
['2005-0219-USA', '2005-0547-USA'];2;"[""ew"", ""fl"", ""ew"", ""fl""]";4;;300104.0;24501334.0;182;1
['2005-0601-MEX'];1;"[""fl""]";1;3.0;3000.0;;182;1
['2005-0558-PER'];1;"[""eq""]";1;5.0;2505.0;;182;1
['2005-0553-CAN'];1;"[""ew""]";1;;300.0;;182;1
['2005-0591-CAN'];1;"[""fl""]";1;;600.0;;182;1
['2005-0476-VNM', '2005-0540-VNM'];2;"[""ew"", ""fl"", ""ew"", ""fl"", ""ls""]";5;88.0;344160.0;;182;1
['2005-9569-BRA'];1;"[""dr""]";1;;;;182;1
['2005-0570-SLV'];1;"[""vo""]";1;2.0;2000.0;;182;1
['2005-0567-HTI'];1;"[""ew"", ""fl""]";2;1.0;10000.0;;182;1
['2005-0567-NIC'];1;"[""ew"", ""fl""]";2;3.0;7880.0;;182;1
['2005-0586-HTI'];1;"[""fl"", ""ls""]";2;11.0;11500.0;;182;1
['2005-0567-CRI'];1;"[""ew""]";1;1.0;1074.0;29971.0;182;1
['2005-0567-SLV'];1;"[""ew"", ""ls""]";2;69.0;72141.0;533035.0;182;1
['2005-0567-GTM'];1;"[""ew"", ""ls"", ""fl""]";3;1513.0;475314.0;1481020.0;182;1
['2005-0565-TWN'];1;"[""ew""]";1;2.0;46.0;149855.0;182;1
['2005-0730-CHN', '2005-0344-CHN', '2005-0565-CHN'];3;"[""fl"", ""ls"", ""fl"", ""ls"", ""ew"", ""ls"", ""fl""]";7;349.0;19810000.0;3732445.0;182;1
['2005-0282-BGD', '2005-0590-BGD'];2;"[""ew"", ""fl""]";2;30.0;101500.0;;182;1
['2005-0474-CHN', '2005-0592-CHN', '2005-0600-CHN'];3;"[""fl"", ""ls"", ""fl"", ""fl""]";4;68.0;4704500.0;;182;1
['2005-0593-SLV'];1;"[""fl"", ""ls""]";2;15.0;;;182;1
['2005-0593-GTM'];1;"[""fl""]";1;;;;182;1
['2005-0584-VNM'];1;"[""fl""]";1;17.0;10000.0;22478.0;182;1
['2005-0575-PAK'];1;"[""eq""]";1;73338.0;5128309.0;7792473.0;182;1
['2005-9734-PRY'];1;"[""dr""]";1;;52990.0;;182;1
['2004-0659-IDN', '2005-0223-IDN', '2005-0589-IDN'];3;"[""ts"", ""ts"", ""fl"", ""ls"", ""fl"", ""ls""]";6;165783.0;545877.0;;182;1
['2005-0585-BHS'];1;"[""ew""]";1;1.0;1500.0;;182;1
['2005-0585-JAM'];1;"[""ew"", ""fl"", ""ls""]";3;1.0;100.0;5245.0;182;1
['2005-0585-CUB'];1;"[""ew"", ""fl"", ""ls""]";3;4.0;100000.0;1048987.0;182;1
['2005-0585-HTI'];1;"[""ew"", ""fl""]";2;12.0;;749.0;182;1
['2005-0628-VNM'];1;"[""fl""]";1;67.0;33800.0;17983.0;182;1
['2005-0821-NPL'];1;"[""ls""]";1;18.0;;;182;1
['2005-0585-BLZ'];1;"[""ew""]";1;;;;182;1
['2005-0585-HND'];1;"[""ew""]";1;;;;182;1
['2005-0597-HTI'];1;"[""ew"", ""fl"", ""ls""]";3;12.0;2192.0;;182;1
['2005-0597-DOM'];1;"[""ew"", ""fl"", ""ls""]";3;9.0;1000.0;;182;1
['2005-0291-IND', '2005-0323-IND', '2005-0599-IND', '2005-0627-IND'];4;"[""ew"", ""hw"", ""fl"", ""fl""]";4;521.0;;;182;1
['2005-0196-COL', '2005-0572-COL', '2005-0625-COL'];3;"[""fl"", ""ls"", ""fl"", ""ew""]";4;;519211.0;;182;1
['2005-0815-ZMB'];1;"[""fl""]";1;;4000.0;;182;1
['2005-0611-VNM'];1;"[""ew""]";1;20.0;15000.0;16484.0;182;1
['2005-0640-BLZ'];1;"[""ew""]";1;3.0;;;182;1
['2005-0647-FRA'];1;"[""fl""]";1;2.0;1000.0;;182;1
['2005-0567-HND', '2005-0640-HND'];2;"[""ew"", ""ls"", ""ew"", ""fl"", ""ls""]";5;53.0;92869.0;173083.0;182;1
['2005-0646-LKA'];1;"[""fl"", ""ls""]";2;6.0;145000.0;;182;1
['2005-0690-THA'];1;"[""fl"", ""ls""]";2;55.0;700000.0;145360.0;182;1
['2005-0196-COL', '2005-0572-COL', '2005-0731-COL'];3;"[""fl"", ""ls"", ""fl"", ""vo""]";4;;;;182;1
['2005-0655-GBR'];1;"[""cw""]";1;;;;182;1
['2005-0655-NLD'];1;"[""cw""]";1;;;149855.0;182;1
['2005-0664-VUT'];1;"[""vo""]";1;;5000.0;;182;1
['2005-0662-SPI'];1;"[""ew""]";1;19.0;;561957.0;182;1
['2005-0662-MAR'];1;"[""ew""]";1;1.0;;75.0;182;1
['2005-0696-ALB'];1;"[""fl""]";1;3.0;500.0;;182;1
['2005-0677-IND'];1;"[""fl""]";1;30.0;200000.0;;182;1
['2005-0694-VNM'];1;"[""fl"", ""ls""]";2;69.0;18000.0;40461.0;182;1
['2005-0671-COD'];1;"[""eq""]";1;6.0;1505.0;;182;1
['2005-0671-TZA'];1;"[""eq""]";1;2.0;5000.0;;182;1
['2005-0682-USA'];1;"[""ew""]";1;10.0;;;182;1
['2005-0394-JPN', '2005-0723-JPN'];2;"[""fl"", ""ew"", ""cw"", ""ls""]";4;;3710.0;;182;1
['2005-0693-MWI'];1;"[""ew""]";1;11.0;8.0;;182;1
['2005-0715-MWI'];1;"[""fl""]";1;1.0;44500.0;;182;1
['2005-0723-KOR'];1;"[""ew""]";1;1.0;;239768.0;182;1
['2005-0711-COG'];1;"[""fl"", ""ls""]";2;1.0;2000.0;;182;1
['2005-0714-PAK'];1;"[""ls""]";1;24.0;;;182;1
['2005-0736-AFG', '2005-0725-AFG'];2;"[""fl"", ""fl""]";2;;275.0;;182;1
['2005-0709-YEM'];1;"[""ls""]";1;65.0;11.0;;182;1
['2006-9016-PER'];1;"[""dr""]";1;;;;182;1
['2006-0024-NAM'];1;"[""fl""]";1;;200.0;;182;1
['2006-0142-KGZ'];1;"[""ew"", ""ls""]";2;4.0;9075.0;;182;1
['2006-0023-AGO'];1;"[""fl""]";1;;225.0;;182;1
['2006-0041-GUY'];1;"[""fl""]";1;;35000.0;245341.0;182;1
['2006-0037-MYS'];1;"[""fl""]";1;;1112.0;;182;1
['2006-0043-AUS'];1;"[""ew"", ""fl""]";2;;1500.0;3417.0;182;1
['2006-0126-TLS'];1;"[""ew"", ""fl""]";2;;8730.0;;182;1
['2006-0059-PNG'];1;"[""ls""]";1;14.0;10000.0;;182;1
['2006-0742-JPN'];1;"[""ew"", ""cw""]";2;1.0;246.0;;182;1
['2006-0069-IDN'];1;"[""ls""]";1;11.0;3000.0;15886.0;182;1
['2006-0039-BOL'];1;"[""fl"", ""ls""]";2;25.0;126096.0;50810.0;182;1
['2006-0040-PHL'];1;"[""fl""]";1;4.0;256641.0;13937.0;182;1
['2006-0074-IDN'];1;"[""fl"", ""ls""]";2;19.0;10000.0;39342.0;182;1
['2006-0053-TJK'];1;"[""ls""]";1;21.0;728.0;;182;1
['2006-0038-BRA'];1;"[""fl""]";1;12.0;;;182;1
['2006-0073-FJI'];1;"[""ew"", ""fl""]";2;;168.0;;182;1
['2006-0051-BDI'];1;"[""ew""]";1;;1505.0;;182;1
['2006-0082-PNG'];1;"[""fl""]";1;1.0;12000.0;;182;1
['2006-0065-IRQ'];1;"[""fl""]";1;;41890.0;1887.0;182;1
['2006-0071-FJI'];1;"[""fl"", ""ls""]";2;4.0;224.0;726.0;182;1
['2006-0089-MDG'];1;"[""ew""]";1;3.0;6212.0;;182;1
['2006-0113-THA'];1;"[""fl""]";1;;2000.0;;182;1
['2006-0088-DZA'];1;"[""fl""]";1;1.0;60000.0;1742.0;182;1
['2006-0113-MYS'];1;"[""fl""]";1;;4906.0;;182;1
['2006-0099-IDN'];1;"[""fl"", ""ls""]";2;39.0;17539.0;36293.0;182;1
['2006-0087-PHL'];1;"[""ls""]";1;11.0;7525.0;;182;1
['2006-0093-ECU'];1;"[""fl"", ""ls""]";2;16.0;57670.0;4065.0;182;1
['2006-0096-PHL'];1;"[""ls""]";1;1126.0;5926.0;3198.0;182;1
['2006-0145-COD'];1;"[""fl""]";1;;3870.0;;182;1
['2006-0095-YEM'];1;"[""fl""]";1;5.0;2000.0;;182;1
['2006-0148-BGR'];1;"[""eq""]";1;;527.0;;182;1
['2006-0100-MOZ'];1;"[""eq""]";1;4.0;1476.0;;182;1
['2006-0123-IRN'];1;"[""eq""]";1;;7006.0;;182;1
['2006-0242-ARG'];1;"[""fl"", ""ls""]";2;;4500.0;;182;1
['2006-0124-CHE'];1;"[""ew""]";1;1.0;;;182;1
['2006-0127-ROU'];1;"[""fl""]";1;;600.0;;182;1
['2006-0124-DEU'];1;"[""ew""]";1;10.0;200.0;;182;1
['2006-0124-ITA'];1;"[""ew""]";1;1.0;;;182;1
['2006-0124-FRA'];1;"[""ew"", ""cw""]";2;4.0;;;182;1
['2006-0137-PHL'];1;"[""fl""]";1;1.0;1000.0;;182;1
['2006-0146-BGD'];1;"[""ew""]";1;4.0;5899.0;;182;1
['2006-0115-MWI'];1;"[""fl""]";1;3.0;8000.0;;182;1
['2006-0141-COD'];1;"[""ew"", ""fl""]";2;3.0;75066.0;;182;1
['2006-0128-USA'];1;"[""ew"", ""fl""]";2;10.0;42.0;1742065.0;182;1
['2006-0231-IDN'];1;"[""ts"", ""ts""]";2;3.0;1202.0;;182;1
['2006-0149-DZA'];1;"[""eq""]";1;4.0;319.0;;182;1
['2005-0697-AUS', '2006-0139-AUS'];2;"[""ew"", ""ew"", ""fl""]";3;;7630.0;1735509.0;182;1
['2006-0201-BRA'];1;"[""fl""]";1;8.0;116000.0;;182;1
['2006-0181-ZAF'];1;"[""fl""]";1;6.0;4160.0;103072.0;182;1
['2006-0213-PER'];1;"[""vo""]";1;;3000.0;;182;1
['2006-0156-HUN'];1;"[""fl""]";1;;32000.0;;182;1
['2006-0156-SVK'];1;"[""fl""]";1;1.0;;;182;1
['2005-0654-IRN', '2006-0153-IRN'];2;"[""eq"", ""eq""]";2;76.0;161518.0;;182;1
['2006-0156-SCG'];1;"[""fl"", ""ls""]";2;;35000.0;;182;1
['2006-0178-KEN'];1;"[""fl""]";1;60.0;17300.0;;182;1
['2006-0156-HRV'];1;"[""fl""]";1;;;;182;1
['2006-0179-AUS'];1;"[""fl""]";1;;1100.0;;182;1
['2006-0737-BGD'];1;"[""ew""]";1;9.0;1465.0;;182;1
['2006-0209-BGR'];1;"[""fl""]";1;;;;182;1
['2006-0738-BGD'];1;"[""ew"", ""fl""]";2;22.0;1500.0;;182;1
['2006-0172-COD'];1;"[""fl"", ""ls""]";2;1.0;5500.0;;182;1
['2006-0204-ETH'];1;"[""fl""]";1;;10000.0;;182;1
['2006-0156-BGR'];1;"[""fl""]";1;;;;182;1
['2006-0205-PNG'];1;"[""fl"", ""ls""]";2;;400.0;;182;1
['2006-0206-CAN'];1;"[""fl""]";1;;1000.0;;182;1
['2006-0207-IND'];1;"[""fl""]";1;20.0;;;182;1
['2006-0203-CAN'];1;"[""fl""]";1;;200.0;;182;1
['2005-0718-IDN', '2006-0007-IDN', '2006-0196-IDN', '2006-0192-IDN'];4;"[""fl"", ""ls"", ""ls"", ""vo"", ""fl"", ""ls""]";6;;27526.0;;182;1
['2005-0690-MYS', '2006-0226-MYS'];2;"[""fl"", ""fl""]";2;;30500.0;;182;1
['2006-0214-RUS'];1;"[""eq""]";1;;12040.0;79845.0;182;1
['2006-0225-RUS'];1;"[""fl""]";1;;420.0;10759.0;182;1
['2006-0256-TJK'];1;"[""ls"", ""ls""]";2;1.0;13000.0;;182;1
['2006-0234-KEN'];1;"[""fl""]";1;8.0;13000.0;;182;1
['2006-0223-NZL'];1;"[""fl""]";1;;1200.0;4355.0;182;1
['2006-0222-PNG'];1;"[""ls"", ""ls""]";2;1.0;300.0;;182;1
['2006-0241-MMR'];1;"[""ew"", ""fl""]";2;34.0;60106.0;;182;1
['2006-0219-ITA'];1;"[""ls""]";1;4.0;159.0;;182;1
['2006-0229-SOM'];1;"[""fl""]";1;5.0;;;182;1
['2006-0239-IRN'];1;"[""eq""]";1;;70.0;;182;1
['2006-0247-SUR'];1;"[""fl""]";1;3.0;25000.0;;182;1
['2006-0245-IRN'];1;"[""fl""]";1;14.0;2800.0;23228.0;182;1
['2006-0255-TZA'];1;"[""fl""]";1;;19000.0;;182;1
['2006-0281-VUT'];1;"[""vo""]";1;;;;182;1
['2006-0283-ECU'];1;"[""vo""]";1;;250.0;;182;1
['2006-0251-PHL'];1;"[""ew"", ""fl"", ""ls""]";3;41.0;42000.0;4831.0;182;1
['2006-0268-BDI'];1;"[""fl""]";1;1.0;5000.0;;182;1
['2006-0251-VNM'];1;"[""ew""]";1;204.0;600000.0;;182;1
['2006-0259-BDI'];1;"[""fl""]";1;9.0;2000.0;;182;1
['2006-0269-CAN'];1;"[""fl""]";1;1.0;400.0;;182;1
['2006-0263-IND'];1;"[""fl""]";1;32.0;10800.0;;182;1
['2006-0279-IDN'];1;"[""eq""]";1;5778.0;3177923.0;4500335.0;182;1
['2006-0261-CAN'];1;"[""fl""]";1;;300.0;;182;1
['2006-0282-COM'];1;"[""vo""]";1;;;;182;1
['2006-0262-BGD'];1;"[""fl""]";1;;76000.0;;182;1
['2006-0383-BEL'];1;"[""hw""]";1;940.0;;;182;1
['2006-0318-BDI'];1;"[""fl""]";1;11.0;1000.0;;182;1
['2006-0302-POL'];1;"[""fl""]";1;;500.0;;182;1
['2006-0302-SVK'];1;"[""fl""]";1;;100.0;;182;1
['2006-0319-CUB'];1;"[""fl""]";1;2.0;1500.0;;182;1
['2006-0299-TWN'];1;"[""fl""]";1;3.0;300.0;168588.0;182;1
['2006-0272-CUB'];1;"[""ew"", ""fl""]";2;;268.0;;182;1
['2006-0378-JPN'];1;"[""fl"", ""ls""]";2;34.0;6232.0;;182;1
['2006-0311-IDN'];1;"[""fl"", ""ls""]";2;236.0;29231.0;80135.0;182;1
['2006-0351-TGO'];1;"[""fl""]";1;;2000.0;;182;1
['2006-0344-USA'];1;"[""fl""]";1;2.0;2400.0;10162.0;182;1
['2006-0343-IDN'];1;"[""fl""]";1;;5000.0;;182;1
['2006-0342-NPL'];1;"[""fl""]";1;;;;182;1
['2006-0328-IDN'];1;"[""fl"", ""ls""]";2;41.0;;;182;1
['2006-0342-IND'];1;"[""fl""]";1;130.0;300000.0;;182;1
['2006-0338-HND'];1;"[""fl""]";1;4.0;1500.0;11614.0;182;1
['2006-0332-IDN'];1;"[""fl"", ""ls""]";2;52.0;18250.0;;182;1
['2006-0348-ROU'];1;"[""hw""]";1;26.0;200.0;;182;1
['2006-0349-CZE'];1;"[""fl""]";1;;115.0;;182;1
['2006-0312-ROU', '2006-0335-ROU'];2;"[""fl"", ""ls"", ""fl""]";3;44.0;6312.0;;182;1
['2006-9723-NPL'];1;"[""dr""]";1;;200000.0;;182;1
['2006-0334-TUR'];1;"[""fl""]";1;12.0;;;182;1
['2006-0357-CHN'];1;"[""ls""]";1;11.0;;;182;1
['2006-0008-CHN', '2006-0371-CHN'];2;"[""ew"", ""cw"", ""fl"", ""ls""]";4;;107416.0;;182;1
['2006-0368-KHM'];1;"[""fl""]";1;;5000.0;;182;1
['2006-0356-DEU'];1;"[""ew"", ""fl""]";2;;;;182;1
['2006-0365-PAK'];1;"[""fl""]";1;13.0;300.0;;182;1
['2006-0365-AFG'];1;"[""fl""]";1;10.0;;;182;1
['2006-0364-CHN'];1;"[""fl""]";1;;4000.0;;182;1
['2006-0362-PHL'];1;"[""ew"", ""fl"", ""ls""]";3;37.0;51680.0;4355.0;182;1
['2006-0361-KOR'];1;"[""fl"", ""ls""]";2;46.0;4630.0;;182;1
['2006-0360-RUS'];1;"[""fl""]";1;;6000.0;;182;1
['2006-0154-COL', '2006-0380-COL'];2;"[""vo"", ""vo""]";2;;17000.0;;182;1
['2006-0387-USA'];1;"[""hw""]";1;164.0;;;182;1
['2006-0394-CHN'];1;"[""fl""]";1;1.0;1200.0;;182;1
['2006-0373-ECU'];1;"[""vo""]";1;5.0;300013.0;217758.0;182;1
['2006-0383-NLD'];1;"[""hw""]";1;1000.0;;;182;1
['2006-0393-NGA'];1;"[""fl""]";1;;2000.0;;182;1
['2006-0383-DEU'];1;"[""hw""]";1;2.0;;;182;1
['2006-0383-ESP'];1;"[""hw""]";1;21.0;;;182;1
['2006-0362-TWN'];1;"[""ew""]";1;3.0;;;182;1
['2006-0372-IDN'];1;"[""ts""]";1;802.0;35543.0;79845.0;182;1
['2006-0366-VNM', '2006-0362-VNM', '2006-0429-VNM'];3;"[""fl"", ""ew"", ""fl"", ""ls"", ""fl"", ""ls""]";6;33.0;4100.0;;182;1
['2006-0390-JPN'];1;"[""fl"", ""ls""]";2;8.0;4300.0;;182;1
['2006-0391-MRT'];1;"[""fl""]";1;7.0;1619.0;;182;1
['2006-0419-CHE'];1;"[""fl""]";1;;3000.0;;182;1
['2006-0418-USA'];1;"[""fl""]";1;1.0;600.0;;182;1
['2006-0413-USA'];1;"[""fl""]";1;;;145172.0;182;1
['2006-0254-PAK', '2006-0417-PAK'];2;"[""hw"", ""fl""]";2;;;;182;1
['2005-0575-AFG', '2005-0686-AFG', '2005-0736-AFG', '2006-0021-AFG', '2006-0045-AFG', '2006-0068-AFG', '2006-0221-AFG', '2006-0291-AFG', '2006-0271-AFG', '2006-9570-AFG', '2006-0405-AFG'];11;"[""eq"", ""eq"", ""fl"", ""ls"", ""ls"", ""ew"", ""fl"", ""fl"", ""fl"", ""dr"", ""eq""]";11;;;;182;1
['2006-0405-TJK'];1;"[""eq""]";1;3.0;15427.0;31938.0;182;1
['2006-0416-AFG'];1;"[""fl""]";1;54.0;8000.0;;182;1
['2006-0341-USA', '2006-0427-USA'];2;"[""fl"", ""ls"", ""hw""]";3;35.0;;;182;1
['2006-0424-AFG'];1;"[""fl""]";1;12.0;20.0;;182;1
['2006-0434-SWZ'];1;"[""ew""]";1;1.0;6535.0;;182;1
['2006-0448-PHL'];1;"[""fl"", ""ls""]";2;26.0;15000.0;;182;1
['2006-0460-MKD'];1;"[""fl"", ""ls""]";2;;1500.0;;182;1
['2006-0731-IND', '2006-0237-IND', '2006-0370-IND', '2006-0369-IND', '2006-0417-IND', '2006-0443-IND'];6;"[""fl"", ""hw"", ""fl"", ""ls"", ""fl"", ""fl"", ""ls"", ""fl""]";8;;;;182;1
['2006-9411-LTU'];1;"[""dr"", ""hw""]";2;;;327469.0;182;1
['2006-0422-SDN'];1;"[""fl""]";1;;150000.0;;182;1
['2006-0431-ZAF'];1;"[""fl""]";1;6.0;3000.0;210500.0;182;1
['2006-0466-USA'];1;"[""ew"", ""fl""]";2;6.0;140.0;47704.0;182;1
['2006-0445-NGA'];1;"[""fl""]";1;;10000.0;;182;1
['2006-0445-MLI'];1;"[""fl""]";1;1.0;1000.0;;182;1
['2006-0445-MRT'];1;"[""fl""]";1;;9000.0;;182;1
['2006-0409-NPL'];1;"[""ls""]";1;10.0;;;182;1
['2006-0345-PAK', '2006-0389-PAK', '2006-0733-PAK'];3;"[""ls"", ""fl"", ""ls"", ""fl"", ""ls""]";5;302.0;2780.0;;182;1
['2006-0300-CHN', '2006-0367-CHN', '2006-0410-CHN'];3;"[""fl"", ""ls"", ""fl"", ""ew"", ""ls""]";5;120.0;16000024.0;;182;1
['2006-0445-NER'];1;"[""fl""]";1;4.0;46472.0;;182;1
['2006-0422-SOM'];1;"[""fl""]";1;5.0;2000.0;;182;1
['2006-0422-ETH'];1;"[""fl""]";1;498.0;10096.0;4646.0;182;1
['2005-0730-CHN', '2005-0344-CHN', '2005-0381-CHN', '2005-0413-CHN', '2005-0474-CHN', '2005-0492-CHN', '2005-0651-CHN', '2006-0250-CHN', '2006-9741-CHN', '2006-0732-CHN', '2006-0251-CHN', '2006-0300-CHN', '2006-0297-CHN', '2006-0323-CHN', '2006-0367-CHN', '2006-0362-CHN', '2006-0388-CHN', '2006-0437-CHN'];18;"[""fl"", ""ls"", ""fl"", ""ls"", ""ew"", ""fl"", ""ew"", ""fl"", ""ls"", ""ew"", ""ls"", ""fl"", ""eq"", ""fl"", ""dr"", ""hw"", ""fl"", ""ls"", ""ew"", ""fl"", ""ls"", ""fl"", ""ls"", ""fl"", ""fl"", ""fl"", ""ew"", ""ls"", ""fl"", ""ew"", ""fl"", ""ls"", ""ew"", ""fl""]";34;2102.0;109302311.0;;182;1
['2006-0436-ETH'];1;"[""fl""]";1;5.0;450.0;;182;1
['2006-0446-VNM'];1;"[""fl"", ""ls""]";2;42.0;50020.0;11614.0;182;1
['2006-0462-UGA'];1;"[""fl""]";1;3.0;1680.0;;182;1
['2006-0442-SDN'];1;"[""fl""]";1;27.0;6000.0;;182;1
['2006-0450-PHL'];1;"[""vo""]";1;;43849.0;;182;1
['2006-0438-ETH'];1;"[""fl""]";1;364.0;8000.0;;182;1
['2006-0439-PHL'];1;"[""ls""]";1;6.0;1200.0;;182;1
['2006-0731-IND', '2006-0237-IND', '2006-0370-IND', '2006-0369-IND', '2006-0417-IND', '2006-0469-IND'];6;"[""fl"", ""hw"", ""fl"", ""ls"", ""fl"", ""fl"", ""ls"", ""fl""]";8;650.0;;;182;1
['2006-0270-THA', '2006-0530-THA'];2;"[""fl"", ""ls"", ""fl"", ""ls""]";4;280.0;2555308.0;50723.0;182;1
['2006-0442-ETH', '2006-0489-ETH'];2;"[""fl"", ""fl""]";2;4.0;44000.0;;182;1
['2006-0502-BGD'];1;"[""fl""]";1;;135775.0;;182;1
['2006-0550-SOM'];1;"[""fl""]";1;5.0;30000.0;;182;1
['2006-0716-HTI', '2006-0466-HTI'];2;"[""fl"", ""ew"", ""fl""]";3;;19690.0;;182;1
['2006-0473-NPL'];1;"[""ls"", ""fl""]";2;147.0;80000.0;;182;1
['2006-0480-BDI'];1;"[""fl""]";1;;1500.0;;182;1
['2006-0549-IND'];1;"[""fl""]";1;42.0;100000.0;;182;1
['2004-0677-CHN', '2004-0293-CHN', '2004-0287-CHN', '2004-0310-CHN', '2004-0406-CHN', '2004-0457-CHN', '2004-0522-CHN', '2005-0123-CHN', '2005-0740-CHN', '2006-0061-CHN', '2006-0250-CHN', '2006-0464-CHN', '2006-0481-CHN'];13;"[""ew"", ""ls"", ""fl"", ""hw"", ""eq"", ""fl"", ""ls"", ""eq"", ""ew"", ""cw"", ""eq"", ""eq"", ""fl"", ""eq"", ""fl""]";15;;;;182;1
['2006-0389-IND', '2006-0548-IND'];2;"[""fl"", ""fl"", ""ls""]";3;34.0;15800.0;;182;1
['2006-0531-GIN'];1;"[""fl""]";1;;1200.0;;182;1
['2006-0254-PAK', '2006-0345-PAK', '2006-0389-PAK', '2006-0414-PAK', '2006-0548-PAK'];5;"[""hw"", ""ls"", ""fl"", ""ls"", ""fl"", ""fl""]";6;247.0;;;182;1
['2006-0483-MEX'];1;"[""ew"", ""fl"", ""ls""]";3;7.0;10000.0;;182;1
['2006-0711-TCD'];1;"[""fl""]";1;52.0;;;182;1
['2006-0507-BFA'];1;"[""fl""]";1;;10000.0;;182;1
['2006-0544-MMR'];1;"[""fl""]";1;25.0;10000.0;;182;1
['2006-0504-JPN'];1;"[""ew"", ""fl"", ""ls""]";3;10.0;12448.0;3629303.0;182;1
['2006-0510-BGD'];1;"[""ew"", ""fl""]";2;115.0;9135.0;;182;1
['2006-0517-VNM'];1;"[""ew""]";1;71.0;1467925.0;905874.0;182;1
['2006-0640-PAN'];1;"[""fl"", ""ls""]";2;;1900.0;;182;1
['2006-0517-CHN'];1;"[""ew""]";1;1.0;12.0;;182;1
['2006-0731-IND', '2006-0237-IND', '2006-0370-IND', '2006-0369-IND', '2006-0417-IND', '2006-0734-IND'];6;"[""fl"", ""hw"", ""fl"", ""ls"", ""fl"", ""fl"", ""ls"", ""fl""]";8;554.0;;;182;1
['2006-9554-AUS'];1;"[""dr""]";1;;;;182;1
['2006-0563-PHL'];1;"[""fl""]";1;3.0;4250.0;579.0;182;1
