Dis No 1;Dis No 2;Hazard 1;Hazard 2;Start Date 1;End Date 1;Start Date 2;End Date 2;Country 1;Country 2;Magnitude 1;Magnitude 2;Total Deaths 1;Total Deaths 2;Total Deaths 12;Total Affected 1;Total Affected 2;Total Affected 12;Total Damages 1;Total Damages 2;Total Damages 12
2016-0331-USA;;fl;ls;2016-09-19 00:00:00+00:00;2016-09-23 00:00:00+00:00;;;United States of America (the);United States of America (the);;;;;1.0;;;;;;670647.0
2016-0333-MEX;;fl;;2016-09-29 00:00:00+00:00;2016-10-05 00:00:00+00:00;;;Mexico;;22329.0;;5.0;;;3000.0;;;30484.0;;
2016-0334-GRC;;fl;;2016-09-05 00:00:00+00:00;2016-09-08 00:00:00+00:00;;;Greece;;20422.0;;4.0;;;200.0;;;68284.0;;
2016-0357-ITA;;eq;;2016-10-26 00:00:00+00:00;2016-10-26 00:00:00+00:00;;;Italy;;6.0;;1.0;;;3027.0;;;243872.0;;
2016-0358-ITA;;eq;;2016-10-30 00:00:00+00:00;2016-10-30 00:00:00+00:00;;;Italy;;7.0;;;;;22292.0;;;243872.0;;
2016-0359-EGY;;ew;fl;2016-10-27 00:00:00+00:00;2016-10-29 00:00:00+00:00;;;Egypt;Egypt;;;;;26.0;;;32572.0;;;30484.0
2016-0361-JPN;;ew;;2016-10-05 00:00:00+00:00;2016-10-06 00:00:00+00:00;;;Japan;;;;;;;;;;;;
2016-0363-CHN;2016-0364-CHN;ew;ew;2016-10-16 00:00:00+00:00;2016-10-19 00:00:00+00:00;2016-10-19 00:00:00+00:00;2016-10-21 00:00:00+00:00;China;China;;;;;;;12000.0;;1085229.0;;
2016-0371-CHN;2016-0379-CHN;ew;ew;2016-08-02 00:00:00+00:00;2016-08-02 00:00:00+00:00;2016-08-18 00:00:00+00:00;2016-08-19 00:00:00+00:00;China;China;;;;;;18000.0;40000.0;58000.0;149981.0;;
2016-0382-JPN;;ew;ls;2016-08-22 00:00:00+00:00;2016-08-22 00:00:00+00:00;;;Japan;Japan;;;;;2.0;;;3703.0;;;121936.0
2016-0389-CHN;;fl;;2016-09-18 00:00:00+00:00;2016-09-22 00:00:00+00:00;;;China;;;;23.0;;;1500.0;;;25607.0;;
2016-0390-JPN;;ew;fl;2016-09-20 00:00:00+00:00;2016-09-20 00:00:00+00:00;;;Japan;Japan;185.0;;;;1.0;;;6000.0;;;
2016-0391-IND;;fl;;2016-09-21 00:00:00+00:00;2016-09-29 00:00:00+00:00;;;India;;137435.0;;28.0;;;3000.0;;;718202.0;;
2016-0420-ALB;;fl;;2016-11-07 00:00:00+00:00;2016-11-10 00:00:00+00:00;;;Albania;;16543.0;;2.0;;;4500.0;;;;;
2016-0423-DOM;;fl;ls;2016-11-07 00:00:00+00:00;2016-11-10 00:00:00+00:00;;;Dominican Republic (the);Dominican Republic (the);;;;;15.0;;;2792000.0;;;
2016-0427-UKR;;fl;ew;2016-10-12 00:00:00+00:00;2016-10-16 00:00:00+00:00;;;Ukraine;Ukraine;19889.0;;;;3.0;;;200.0;;;
2016-0449-SEN;;fl;;2016-07-01 00:00:00+00:00;2016-09-11 00:00:00+00:00;;;Senegal;;;;5.0;;;10646.0;;;;;
2016-0453-ITA;;fl;;2016-11-23 00:00:00+00:00;2016-11-25 00:00:00+00:00;;;Italy;;;;2.0;;;400.0;;;121936.0;;
2016-0464-PER;;eq;;2016-12-01 00:00:00+00:00;2016-12-01 00:00:00+00:00;;;Peru;;6.0;;1.0;;;257.0;;;;;
2016-0481-SAU;;ew;fl;2016-11-28 00:00:00+00:00;2016-11-29 00:00:00+00:00;;;Saudi Arabia;Saudi Arabia;;;;;3.0;;;122.0;;;60968.0
2016-0482-ARM;;ls;;2016-06-24 00:00:00+00:00;2016-06-24 00:00:00+00:00;;;Armenia;;;;;;;750.0;;;;;
2016-0485-IND;;ew;fl;2016-12-12 00:00:00+00:00;2016-12-14 00:00:00+00:00;;;India;India;140.0;;;;24.0;;;;;;1219359.0
2016-0492-JPN;;eq;;2016-10-21 00:00:00+00:00;2016-10-21 00:00:00+00:00;;;Japan;;6.0;;;;;493.0;;;121936.0;;
2016-0493-USA;;eq;;2016-11-07 00:00:00+00:00;2016-11-07 00:00:00+00:00;;;United States of America (the);;5.0;;;;;120.0;;;24387.0;;
2016-0521-USA;;ew;cw;2016-12-13 00:00:00+00:00;2016-12-19 00:00:00+00:00;;;United States of America (the);United States of America (the);;;;;22.0;;;;;;121936.0
2016-0480-CHN;2016-0526-CHN;eq;eq;2016-11-25 00:00:00+00:00;2016-11-25 00:00:00+00:00;2016-12-08 00:00:00+00:00;2016-12-08 00:00:00+00:00;China;China;7.0;6.0;1.0;;;37200.0;9120.0;46320.0;6706.0;164613.0;171319.0
2016-0532-MEX;;fl;;2016-02-03 00:00:00+00:00;2016-02-06 00:00:00+00:00;;;Mexico;;;;2.0;;;3000.0;;;;;
2016-0533-COL;;fl;;2016-10-18 00:00:00+00:00;2016-10-22 00:00:00+00:00;;;Colombia;;;;4.0;;;2200.0;;;;;
2016-0538-JPN;;hw;;2016-08-06 00:00:00+00:00;2016-08-08 00:00:00+00:00;;;Japan;;;;3.0;;;490.0;;;;;
2016-0544-IRN;;ew;fl;2016-09-01 00:00:00+00:00;2016-09-02 00:00:00+00:00;;;Iran (Islamic Republic of);Iran (Islamic Republic of);;;;;4.0;;;2000.0;;;
2017-0015-ITA;;eq;ls;2017-01-18 00:00:00+00:00;2017-01-19 00:00:00+00:00;;;Italy;Italy;5.0;;;;29.0;;;11.0;;;21491.0
2017-0022-USA;;ew;;2017-01-18 00:00:00+00:00;2017-01-23 00:00:00+00:00;;;United States of America (the);;;;24.0;;;200.0;;;1313319.0;;
2017-0031-ARG;;ls;;2017-01-10 00:00:00+00:00;2017-01-10 00:00:00+00:00;;;Argentina;;;;;;;2666.0;;;;;
2017-0036-PER;;fl;ls;2017-01-14 00:00:00+00:00;2017-02-01 00:00:00+00:00;;;Peru;Peru;;;;;15.0;;;376000.0;;;119393.0
2017-0044-CHN;;ls;;2017-01-20 00:00:00+00:00;2017-01-20 00:00:00+00:00;;;China;;;;12.0;;;;;;;;
2017-0045-PAK;;fl;;2017-01-17 00:00:00+00:00;2017-01-22 00:00:00+00:00;;;Pakistan;;;;13.0;;;60650.0;;;;;
2017-0046-IND;;ls;;2017-01-25 00:00:00+00:00;2017-01-26 00:00:00+00:00;;;India;;;;28.0;;;;;;;;
2017-0049-PYF;;fl;;2017-01-20 00:00:00+00:00;2017-01-23 00:00:00+00:00;;;French Polynesia;;;;;;;5004.0;;;2388.0;;
2017-0052-PER;;fl;;2017-02-01 00:00:00+00:00;2017-02-07 00:00:00+00:00;;;Peru;;288499.0;;1.0;;;12000.0;;;;;
2017-0083-GHA;;ew;;2017-03-19 00:00:00+00:00;2017-03-19 00:00:00+00:00;;;Ghana;;;;20.0;;;12.0;;;;;
2017-0084-PER;;fl;ls;2017-03-15 00:00:00+00:00;2017-03-19 00:00:00+00:00;;;Peru;Peru;810942.0;;;;184.0;;;1800505.0;;;3701172.0
2017-0087-RWA;;ew;;2017-04-01 00:00:00+00:00;2017-04-01 00:00:00+00:00;;;Rwanda;;;;;;;679.0;;;;;
2017-0096-IRN;;fl;ls;2017-04-15 00:00:00+00:00;2017-04-16 00:00:00+00:00;;;Iran (Islamic Republic of);Iran (Islamic Republic of);40808.0;;;;42.0;;;;;;421456.0
2017-0106-NAM;;fl;;2017-01-01 00:00:00+00:00;;;;Namibia;;;;;;;2502.0;;;;;
2017-0108-USA;;ew;;2017-03-13 00:00:00+00:00;2017-03-15 00:00:00+00:00;;;United States of America (the);;;;11.0;;;12.0;;;1193926.0;;
2017-0110-CHN;;ew;;2017-03-01 00:00:00+00:00;2017-03-01 00:00:00+00:00;;;China;;;;7.0;;;41133.0;;;33430.0;;
2017-0113-CHN;;eq;;2017-03-26 00:00:00+00:00;2017-03-26 00:00:00+00:00;;;China;;5.0;;;;;2106.0;;;37012.0;;
2017-0124-CHN;;eq;;2017-05-11 00:00:00+00:00;2017-05-11 00:00:00+00:00;;;China;;5.0;;8.0;;;4583.0;;;2388.0;;
2017-0126-CAN;;fl;;2017-05-05 00:00:00+00:00;2017-05-20 00:00:00+00:00;;;Canada;;79149.0;;2.0;;;16113.0;;;238785.0;;
2017-0144-IND;;hw;;2017-04-12 00:00:00+00:00;2017-06-15 00:00:00+00:00;;;India;;48.0;;264.0;;;;;;;;
2017-0182-GRC;;eq;ls;2017-06-12 00:00:00+00:00;2017-06-12 00:00:00+00:00;;;Greece;Greece;6.0;;;;1.0;;;731.0;;;
2017-0185-CHL;;fl;ls;2017-06-16 00:00:00+00:00;2017-06-17 00:00:00+00:00;;;Chile;Chile;;;;;4.0;;;3024.0;;;
2017-0195-ARG;;fl;;2017-05-29 00:00:00+00:00;2017-06-14 00:00:00+00:00;;;Argentina;;;;;;;3000.0;;;;;
2017-0202-BRA;;fl;ls;2017-05-26 00:00:00+00:00;2017-06-10 00:00:00+00:00;;;Brazil;Brazil;266010.0;;;;14.0;;;104140.0;;;119393.0
2017-0204-IRN;;eq;;2017-05-13 00:00:00+00:00;2017-05-13 00:00:00+00:00;;;Iran (Islamic Republic of);;6.0;;3.0;;;2262.0;;;2388.0;;
2017-0205-KEN;;fl;;2017-05-08 00:00:00+00:00;2017-05-16 00:00:00+00:00;;;Kenya;;55028.0;;26.0;;;25000.0;;;;;
2017-0216-GUY;;fl;;2017-05-20 00:00:00+00:00;2017-05-25 00:00:00+00:00;;;Guyana;;131888.0;;;;;3274.0;;;;;
2017-0218-CHL;;fl;;2017-05-11 00:00:00+00:00;2017-05-15 00:00:00+00:00;;;Chile;;157699.0;;2.0;;;3000.0;;;;;
;2017-0221-ARG;;fl;;;2017-04-05 00:00:00+00:00;2017-04-21 00:00:00+00:00;;Argentina;;27377.0;;1.0;;;9000.0;;;;
2017-0225-COL;;fl;;2017-01-05 00:00:00+00:00;2017-02-07 00:00:00+00:00;;;Colombia;;117321.0;;;;;25661.0;;;;;
2017-0230-HUN;;ew;fl;2017-06-21 00:00:00+00:00;2017-06-21 00:00:00+00:00;;;Hungary;Hungary;;;;;;;;1298.0;;;
2017-0231-VUT;;ew;;2017-05-07 00:00:00+00:00;2017-05-12 00:00:00+00:00;;;Vanuatu;;215.0;;;;;2564.0;;;;;
2017-0232-RUS;;fl;;2017-05-10 00:00:00+00:00;2017-05-23 00:00:00+00:00;;;Russian Federation (the);;;;;;;15721.0;;;;;
2017-0265-IND;;ew;;2017-07-08 00:00:00+00:00;2017-07-11 00:00:00+00:00;;;India;;;;23.0;;;12.0;;;;;
2017-0266-IND;;ls;;2017-07-11 00:00:00+00:00;2017-07-11 00:00:00+00:00;;;India;;;;22.0;;;;;;;;
2017-0282-USA;;fl;;2017-07-15 00:00:00+00:00;2017-07-15 00:00:00+00:00;;;United States of America (the);;;;10.0;;;;;;;;
;2017-0289-IND;;fl;;;2017-06-25 00:00:00+00:00;2017-07-24 00:00:00+00:00;;India;;;;75.0;;;1735000.0;;;;
2017-0290-IND;;fl;;2017-07-01 00:00:00+00:00;;;;India;;;;;;;12831.0;;;;;
2017-0294-IND;;fl;;2017-06-01 00:00:00+00:00;;;;India;;;;284.0;;;520000.0;;;298482.0;;
2017-0306-GHA;;fl;;2017-04-01 00:00:00+00:00;2017-07-21 00:00:00+00:00;;;Ghana;;;;;;;1000000.0;;;;;
2017-0341-POL;;ew;;2017-08-10 00:00:00+00:00;2017-08-11 00:00:00+00:00;;;Poland;;;;6.0;;;5844.0;;;328330.0;;
2017-0349-ITA;;eq;;2017-08-23 00:00:00+00:00;2017-08-23 00:00:00+00:00;;;Italy;;4.0;;2.0;;;2642.0;;;;;
2017-0364-IND;;fl;;2017-08-29 00:00:00+00:00;2017-08-29 00:00:00+00:00;;;India;;;;14.0;;;12.0;;;358178.0;;
2017-0365-YEM;;fl;;2017-08-29 00:00:00+00:00;2017-08-30 00:00:00+00:00;;;Yemen;;;;50.0;;;8.0;;;;;
2017-0376-MEX;;ew;fl;2017-08-30 00:00:00+00:00;2017-09-02 00:00:00+00:00;;;Mexico;Mexico;;;;;20.0;;;1000.0;;;
2017-0394-VUT;;vo;;2017-09-23 00:00:00+00:00;2017-10-02 00:00:00+00:00;;;Vanuatu;;;;;;;11000.0;;;;;
2017-0395-UGA;;fl;;2017-09-20 00:00:00+00:00;2017-09-27 00:00:00+00:00;;;Uganda;;;;17.0;;;14.0;;;;;
2017-0415-RWA;;ew;fl;2017-09-17 00:00:00+00:00;2017-09-17 00:00:00+00:00;;;Rwanda;Rwanda;;;;;3.0;;;5874.0;;;
2017-0444-GRC;;fl;ls;2017-11-11 00:00:00+00:00;2017-11-20 00:00:00+00:00;;;Greece;Greece;2571.0;;;;23.0;;;6024.0;;;
2017-0471-CAN;;fl;;2017-08-28 00:00:00+00:00;2017-08-29 00:00:00+00:00;;;Canada;;;;;;;3000.0;;;;;
2017-0472-IRN;;fl;;2017-08-10 00:00:00+00:00;2017-08-15 00:00:00+00:00;;;Iran (Islamic Republic of);;;;18.0;;;2000.0;;;41787.0;;
2017-0478-COL;;fl;ls;2017-11-09 00:00:00+00:00;2017-11-09 00:00:00+00:00;;;Colombia;Colombia;;;;;22.0;;;192.0;;;
2017-0483-IND;;ls;;2017-08-13 00:00:00+00:00;2017-08-13 00:00:00+00:00;;;India;;;;46.0;;;100.0;;;;;
2017-0491-SAU;;fl;;2017-11-21 00:00:00+00:00;2017-11-22 00:00:00+00:00;;;Saudi Arabia;;181055.0;;4.0;;;481.0;;;;;
2017-0495-IND;;fl;;2017-10-30 00:00:00+00:00;2017-11-08 00:00:00+00:00;;;India;;50536.0;;21.0;;;4000.0;;;;;
2017-0498-MEX;;fl;;2017-09-26 00:00:00+00:00;2017-10-07 00:00:00+00:00;;;Mexico;;57675.0;;2.0;;;800.0;;;;;
2017-0504-ALB;;fl;ls;2017-11-30 00:00:00+00:00;2017-12-04 00:00:00+00:00;;;Albania;Albania;10463.0;;;;1.0;;;21002.0;;;10626.0
2017-0508-IND;;ew;fl;2017-12-02 00:00:00+00:00;2017-12-02 00:00:00+00:00;;;India;India;130.0;;;;884.0;;;60000.0;;;
2017-0513-CHN;;eq;;2017-11-18 00:00:00+00:00;2017-11-18 00:00:00+00:00;;;China;;6.0;;;;;23403.0;;;;;
2017-0342-IND;2017-0517-IND;fl;fl;2017-08-11 00:00:00+00:00;2017-08-31 00:00:00+00:00;2017-08-16 00:00:00+00:00;2017-08-23 00:00:00+00:00;India;India;;;514.0;101.0;615.0;17200000.0;2700000.0;19900000.0;1870883.0;;
2017-0521-IRN;;eq;;2017-12-20 00:00:00+00:00;2017-12-20 00:00:00+00:00;;;Iran (Islamic Republic of);;5.0;;2.0;;;120.0;;;;;
2017-0529-CHL;;ls;fl;2017-12-17 00:00:00+00:00;2017-12-18 00:00:00+00:00;;;Chile;Chile;;;;;22.0;;;142.0;;;
2017-0544-ITA;;fl;;2017-12-11 00:00:00+00:00;2017-12-12 00:00:00+00:00;;;Italy;;27560.0;;;;;1000.0;;;149241.0;;
2017-0569-IND;;ew;;2017-05-28 00:00:00+00:00;2017-05-28 00:00:00+00:00;;;India;;;;29.0;;;1250.0;;;;;
2017-0570-IND;;ew;;2017-03-25 00:00:00+00:00;2017-03-25 00:00:00+00:00;;;India;;;;4.0;;;60020.0;;;;;
2017-0573-SDN;;fl;;2017-06-30 00:00:00+00:00;2017-08-14 00:00:00+00:00;;;Sudan (the);;;;25.0;;;55647.0;;;;;
2017-9206-CHN;;dr;;2017-04-01 00:00:00+00:00;;;;China;;;;;;;2000000.0;;;145659.0;;
2017-9273-PRK;;dr;;2017-01-01 00:00:00+00:00;;;;Korea (the Democratic People's Republic of);;;;;;;;;;;;
2017-9296-ITA;;dr;;2017-07-01 00:00:00+00:00;;;;Italy;;;;;;;;;;2746031.0;;
2018-0010-USA;;ls;fl;2018-01-08 00:00:00+00:00;2018-01-14 00:00:00+00:00;;;United States of America (the);United States of America (the);;;;;21.0;;;1366.0;;;1048914.0
2018-0011-PER;;eq;;2018-01-14 00:00:00+00:00;2018-01-14 00:00:00+00:00;;;Peru;;7.0;;2.0;;;9319.0;;;;;
2018-0017-PNG;;vo;;2018-01-05 00:00:00+00:00;2018-01-06 00:00:00+00:00;;;Papua New Guinea;;;;;;;736.0;;;;;
2018-0025-BEL;;ew;;2018-01-17 00:00:00+00:00;2018-01-18 00:00:00+00:00;;;Belgium;;130.0;;1.0;;;;;;;;
2018-0038-ARG;;fl;;2018-01-31 00:00:00+00:00;2018-02-21 00:00:00+00:00;;;Argentina;;234623.0;;;;;17000.0;;;;;
2018-0042-TON;;ew;fl;2018-02-12 00:00:00+00:00;2018-02-13 00:00:00+00:00;;;Tonga;Tonga;285.0;;;;;;;87000.0;;;
2018-0046-USA;;ew;;2018-01-21 00:00:00+00:00;2018-01-24 00:00:00+00:00;;;United States of America (the);;;;10.0;;;;;;58273.0;;
2018-0062-BOL;;fl;ls;2018-02-10 00:00:00+00:00;2018-02-21 00:00:00+00:00;;;Bolivia (Plurinational State of);Bolivia (Plurinational State of);245648.0;;;;6.0;;;12186.0;;;
2018-0074-ARG;;fl;;2018-01-20 00:00:00+00:00;2018-01-20 00:00:00+00:00;;;Argentina;;;;;;;45000.0;;;;;
2018-0097-BLR;;fl;;2018-03-19 00:00:00+00:00;2018-04-19 00:00:00+00:00;;;Belarus;;;;;;;50000.0;;;;;
2018-0104-RWA;;fl;ls;2018-03-03 00:00:00+00:00;2018-03-05 00:00:00+00:00;;;Rwanda;Rwanda;;;;;24.0;;;26051.0;;;25640.0
2018-0112-BRA;;fl;;2018-03-20 00:00:00+00:00;2018-03-21 00:00:00+00:00;;;Brazil;;131278.0;;3.0;;;1000.0;;;50115.0;;
2018-0113-RUS;;fl;;2018-03-25 00:00:00+00:00;2018-04-16 00:00:00+00:00;;;Russian Federation (the);;172030.0;;2.0;;;3672.0;;;;;
2018-0116-KEN;;fl;;2018-03-14 00:00:00+00:00;2018-03-20 00:00:00+00:00;;;Kenya;;;;15.0;;;;;;;;
2018-0118-CHN;;ew;;2018-03-03 00:00:00+00:00;2018-03-03 00:00:00+00:00;;;China;;;;14.0;;;177000.0;;;171323.0;;
2018-0128-ISR;;fl;;2018-04-24 00:00:00+00:00;2018-04-27 00:00:00+00:00;;;Israel;;17900.0;;12.0;;;;;;;;
2018-0131-COL;;fl;ew;2018-03-12 00:00:00+00:00;2018-04-17 00:00:00+00:00;;;Colombia;Colombia;;;;;14.0;;;;;;
2018-0132-KEN;;fl;;2018-03-14 00:00:00+00:00;2018-05-31 00:00:00+00:00;;;Kenya;;;;72.0;;;211188.0;;;407911.0;;
2018-0133-SOM;;fl;;2018-04-01 00:00:00+00:00;2018-05-31 00:00:00+00:00;;;Somalia;;;;5.0;;;700000.0;;;93237.0;;
2018-0135-RWA;;fl;ls;2018-04-23 00:00:00+00:00;2018-04-24 00:00:00+00:00;;;Rwanda;Rwanda;14768.0;;;;24.0;;;360.0;;;12820.0
2018-0137-IND;2018-0150-IND;ew;ew;2018-04-11 00:00:00+00:00;2018-04-11 00:00:00+00:00;2018-05-01 00:00:00+00:00;2018-05-10 00:00:00+00:00;India;India;;;42.0;143.0;185.0;200.0;200.0;400.0;116546.0;27971.0;144517.0
2018-0160-CAN;;fl;;2018-05-10 00:00:00+00:00;2018-05-14 00:00:00+00:00;;;Canada;;78669.0;;;;;4000.0;;;;;
2018-0161-ARG;;ew;fl;2018-04-28 00:00:00+00:00;2018-04-29 00:00:00+00:00;;;Argentina;Argentina;130.0;;;;2.0;;;1200.0;;;
2018-0183-JPN;;eq;;2018-06-18 00:00:00+00:00;2018-06-18 00:00:00+00:00;;;Japan;;6.0;;5.0;;;20715.0;;;3787745.0;;
2018-0189-AFG;;ls;;2018-07-12 00:00:00+00:00;2018-07-12 00:00:00+00:00;;;Afghanistan;;;;12.0;;;;;;;;
2018-0190-JPN;;fl;ls;2018-06-29 00:00:00+00:00;2018-07-08 00:00:00+00:00;;;Japan;Japan;109672.0;;;;246.0;;;1500102.0;;;11071871.0
2018-0191-GNB;;ew;;2018-06-27 00:00:00+00:00;2018-06-27 00:00:00+00:00;;;Guinea-Bissau;;120.0;;3.0;;;11541.0;;;;;
2018-0195-CAN;;hw;;2018-06-29 00:00:00+00:00;2018-07-05 00:00:00+00:00;;;Canada;;37.0;;70.0;;;;;;;;
2018-0206-USA;;ew;;2018-05-13 00:00:00+00:00;2018-05-15 00:00:00+00:00;;;United States of America (the);;110.0;;5.0;;;75.0;;;1689917.0;;
2018-0208-RWA;;ls;ls;2018-05-06 00:00:00+00:00;2018-05-06 00:00:00+00:00;;;Rwanda;Rwanda;;;;;18.0;;;12.0;;;32633.0
;2018-0213-IND;;fl;;;2018-05-17 00:00:00+00:00;2018-05-20 00:00:00+00:00;;India;;;;15.0;;;11728.0;;;11655.0;
2018-0215-CHN;;eq;;2018-05-28 00:00:00+00:00;2018-05-28 00:00:00+00:00;;;China;;5.0;;;;;12000.0;;;33798.0;;
2018-0221-SDN;;fl;;2018-06-18 00:00:00+00:00;2018-06-27 00:00:00+00:00;;;Sudan (the);;210194.0;;;;;2750.0;;;;;
2018-0226-JPN;;hw;;2018-07-01 00:00:00+00:00;2018-07-15 00:00:00+00:00;;;Japan;;41.0;;119.0;;;49000.0;;;;;
2018-0248-UKR;;ew;;2018-06-28 00:00:00+00:00;2018-06-30 00:00:00+00:00;;;Ukraine;;;;;;;600.0;;;;;
2018-0267-IND;;fl;;2018-07-26 00:00:00+00:00;2018-07-28 00:00:00+00:00;;;India;;;;33.0;;;1545.0;;;;;
2018-0281-IRN;;eq;;2018-07-22 00:00:00+00:00;2018-07-22 00:00:00+00:00;;;Iran (Islamic Republic of);;6.0;;;;;5042.0;;;11655.0;;
2018-0286-IND;;fl;;2018-07-20 00:00:00+00:00;2018-07-23 00:00:00+00:00;;;India;;;;20.0;;;41430.0;;;;;
2018-0290-VEN;;fl;;2018-08-01 00:00:00+00:00;2018-08-10 00:00:00+00:00;;;Venezuela (Bolivarian Republic of);;;;;;;9700.0;;;;;
2018-0308-ITA;;fl;;2018-08-21 00:00:00+00:00;2018-08-21 00:00:00+00:00;;;Italy;;;;10.0;;;23.0;;;;;
2018-0310-IRN;;eq;;2018-08-26 00:00:00+00:00;2018-08-26 00:00:00+00:00;;;Iran (Islamic Republic of);;6.0;;2.0;;;13255.0;;;;;
2018-0315-MEX;;eq;;2018-02-16 00:00:00+00:00;2018-02-16 00:00:00+00:00;;;Mexico;;7.0;;;;;3004.0;;;;;
2018-0323-CHN;;eq;;2018-08-13 00:00:00+00:00;2018-08-13 00:00:00+00:00;;;China;;5.0;;;;;18024.0;;;58273.0;;
2018-0329-PRK;;fl;;2018-08-24 00:00:00+00:00;2018-09-06 00:00:00+00:00;;;Korea (the Democratic People's Republic of);;25734.0;;148.0;;;581268.0;;;29137.0;;
2018-0330-JPN;;eq;ls;2018-09-06 00:00:00+00:00;2018-09-06 00:00:00+00:00;;;Japan;Japan;7.0;;;;41.0;;;6280.0;;;1456825.0
2018-0331-USA;;fl;;2018-09-03 00:00:00+00:00;2018-09-11 00:00:00+00:00;;;United States of America (the);;;;2.0;;;;;;291365.0;;
2018-0341-CHN;;ew;;2018-09-10 00:00:00+00:00;2018-09-18 00:00:00+00:00;;;China;;;;;;;;;;897404.0;;
2018-0342-USA;;ew;fl;2018-09-12 00:00:00+00:00;2018-09-18 00:00:00+00:00;;;United States of America (the);United States of America (the);;;;;53.0;;;1500000.0;;;16316441.0
;2018-0345-IND;;fl;;;2018-08-02 00:00:00+00:00;2018-08-06 00:00:00+00:00;;India;;;;3.0;;;25000.0;;;;
2018-0350-AFG;;fl;;2018-08-24 00:00:00+00:00;2018-08-24 00:00:00+00:00;;;Afghanistan;;;;11.0;;;;;;;;
2018-0366-CAN;;ew;;2018-09-21 00:00:00+00:00;2018-09-21 00:00:00+00:00;;;Canada;;250.0;;;;;930.0;;;378775.0;;
2018-0370-IND;;fl;;2018-09-01 00:00:00+00:00;2018-10-06 00:00:00+00:00;;;India;;;;46.0;;;3050.0;;;;;
2018-0372-IND;;fl;ls;2018-09-23 00:00:00+00:00;2018-09-24 00:00:00+00:00;;;India;India;;;;;25.0;;;;;;
2018-0373-CUB;;ew;;2018-10-10 00:00:00+00:00;2018-10-11 00:00:00+00:00;;;Cuba;;;;;;;540.0;;;;;
2018-0374-NIC;;fl;ls;2018-10-01 00:00:00+00:00;2018-10-19 00:00:00+00:00;;;Nicaragua;Nicaragua;;;;;4.0;;;13000.0;;;
2018-0383-IRN;;fl;ls;2018-10-05 00:00:00+00:00;2018-10-06 00:00:00+00:00;;;Iran (Islamic Republic of);Iran (Islamic Republic of);340197.0;;;;9.0;;;7135.0;;;193466.0
2018-0386-VEN;;fl;;2018-09-25 00:00:00+00:00;2018-09-28 00:00:00+00:00;;;Venezuela (Bolivarian Republic of);;3147.0;;2.0;;;1000.0;;;;;
2018-0292-SDN;2018-0387-SDN;fl;fl;2018-07-23 00:00:00+00:00;2018-07-30 00:00:00+00:00;2018-08-01 00:00:00+00:00;2018-09-04 00:00:00+00:00;Sudan (the);Sudan (the);;629242.0;23.0;23.0;46.0;54666.0;70060.0;124726.0;;;
2018-0364-TUN;2018-0388-TUN;fl;fl;2018-09-21 00:00:00+00:00;2018-09-23 00:00:00+00:00;2018-10-17 00:00:00+00:00;2018-10-18 00:00:00+00:00;Tunisia;Tunisia;;;6.0;7.0;13.0;30000.0;;;41957.0;;
2018-0390-QAT;;fl;;2018-10-20 00:00:00+00:00;2018-10-20 00:00:00+00:00;;;Qatar;;;;;;;1500.0;;;11655.0;;
2018-0394-YEM;;ew;fl;2018-10-14 00:00:00+00:00;2018-10-15 00:00:00+00:00;;;Yemen;Yemen;;;;;25.0;;;15124.0;;;
2018-0396-COL;;fl;ls;2018-10-01 00:00:00+00:00;2018-10-17 00:00:00+00:00;;;Colombia;Colombia;;;;;12.0;;;60000.0;;;
2018-0367-MEX;2018-0406-MEX;fl;ew;2018-09-20 00:00:00+00:00;2018-09-23 00:00:00+00:00;2018-10-23 00:00:00+00:00;2018-10-23 00:00:00+00:00;Mexico;Mexico;;195.0;20.0;6.0;26.0;120.0;10000.0;10120.0;;625619.0;
2018-0407-RUS;;fl;ew;2018-10-24 00:00:00+00:00;2018-10-26 00:00:00+00:00;;;Russian Federation (the);Russian Federation (the);;;;;8.0;;;11303.0;;;11655.0
2018-0415-BRA;;ls;;2018-11-10 00:00:00+00:00;2018-11-10 00:00:00+00:00;;;Brazil;;;;15.0;;;300.0;;;;;
2018-0419-USA;;fl;ew;2018-10-15 00:00:00+00:00;2018-10-20 00:00:00+00:00;;;United States of America (the);United States of America (the);;;;;5.0;;;;;;466184.0
2018-0423-UGA;;ls;fl;2018-10-11 00:00:00+00:00;2018-10-11 00:00:00+00:00;;;Uganda;Uganda;;;;;51.0;;;;;;
2018-0426-IRN;;eq;;2018-11-25 00:00:00+00:00;2018-11-25 00:00:00+00:00;;;Iran (Islamic Republic of);;6.0;;;;;716.0;;;11655.0;;
2018-0427-IRQ;;fl;;2018-11-22 00:00:00+00:00;2018-11-23 00:00:00+00:00;;;Iraq;;;;21.0;;;25000.0;;;;;
2018-0431-IND;;ew;;2018-11-16 00:00:00+00:00;2018-11-16 00:00:00+00:00;;;India;;120.0;;45.0;;;500000.0;;;903232.0;;
2018-0439-ARG;;fl;ew;2018-11-12 00:00:00+00:00;2018-11-12 00:00:00+00:00;;;Argentina;Argentina;;;;;;;;1420.0;;;
2018-0441-MLI;;fl;;2018-08-07 00:00:00+00:00;2018-08-19 00:00:00+00:00;;;Mali;;;;;;;13150.0;;;;;
